category,image_name,count
Living_Things,processed\face\male_18_16.png,16
Nonliving_Things,processed\house\House5_16.png,16
Nonliving_Things,processed\house\House38_16.png,16
Nonliving_Things,processed\house\House42_16.png,16
Living_Things,processed\face\male_24_16.png,16
Living_Things,processed\face\male_92_16.png,16
Living_Things,processed\face\male_21_16.png,16
Living_Things,processed\face\male_10_16.png,16
Living_Things,processed\face\female_40_16.png,16
Living_Things,processed\face\male_23_16.png,16
Nonliving_Things,processed\house\House48_16.png,16
Living_Things,processed\face\female_45_16.png,16
Nonliving_Things,processed\house\House96_16.png,16
Nonliving_Things,processed\house\House61_16.png,16
Living_Things,processed\face\male_57_16.png,16
Nonliving_Things,processed\house\House80_16.png,16
Nonliving_Things,processed\house\House99_16.png,16
Nonliving_Things,processed\house\House85_16.png,16
Living_Things,processed\face\female_28_16.png,16
Nonliving_Things,processed\house\House76_16.png,16
Living_Things,processed\face\female_39_16.png,16
Nonliving_Things,processed\house\3257831_House58_16.png,16
Nonliving_Things,processed\house\House11_16.png,16
Nonliving_Things,processed\house\House43_16.png,16
Nonliving_Things,processed\house\House41_16.png,16
Nonliving_Things,processed\house\House47_16.png,16
Nonliving_Things,processed\house\House90_16.png,16
Nonliving_Things,processed\house\House59_16.png,16
Nonliving_Things,processed\house\House57_16.png,16
Nonliving_Things,processed\house\House26_16.png,16
Living_Things,processed\face\female_55_16.png,16
Nonliving_Things,processed\house\House30_16.png,16
Nonliving_Things,processed\house\House51_16.png,16
Nonliving_Things,processed\house\House92_16.png,16
Nonliving_Things,processed\house\House77_16.png,16
Nonliving_Things,processed\house\House33_16.png,16
Living_Things,processed\face\male_32_16.png,16
Nonliving_Things,processed\house\House35_16.png,16
Nonliving_Things,processed\house\House73_16.png,16
Nonliving_Things,processed\house\3257813_House74_16.png,16
Living_Things,processed\face\male_53_16.png,16
Nonliving_Things,processed\house\House56_16.png,16
Nonliving_Things,processed\house\House95_16.png,16
Living_Things,processed\face\female_63_16.png,16
Nonliving_Things,processed\house\House100_16.png,16
Living_Things,processed\face\female_8_16.png,16
Living_Things,processed\face\female_78_16.png,16
Living_Things,processed\face\male_63_16.png,16
Living_Things,processed\face\male_4_16.png,16
Nonliving_Things,processed\house\House97_16.png,16
Nonliving_Things,processed\house\House84_16.png,16
Nonliving_Things,processed\house\House82_16.png,16
Nonliving_Things,processed\house\House24_16.png,16
Living_Things,processed\face\male_8_16.png,16
Nonliving_Things,processed\house\House98_16.png,16
Living_Things,processed\face\female_85_16.png,16
Living_Things,processed\face\female_44_16.png,16
Nonliving_Things,processed\house\House31_16.png,16
Living_Things,processed\face\male_74_16.png,16
Living_Things,processed\face\male_96_16.png,16
Living_Things,processed\face\female_52_16.png,16
Living_Things,processed\face\male_17_16.png,16
Living_Things,processed\face\male_43_16.png,16
Living_Things,processed\face\female_66_16.png,16
Nonliving_Things,processed\house\House39_16.png,16
Living_Things,processed\face\female_92_16.png,16
Living_Things,processed\face\female_14_16.png,16
Living_Things,processed\face\male_90_16.png,16
Nonliving_Things,processed\house\House29_16.png,16
Nonliving_Things,processed\house\House72_16.png,16
Living_Things,processed\face\male_83_16.png,16
Living_Things,processed\face\female_32_16.png,16
Living_Things,processed\face\male_65_16.png,16
Nonliving_Things,processed\house\House21_16.png,16
Living_Things,processed\face\female_77_16.png,16
Living_Things,processed\face\female_17_16.png,16
Nonliving_Things,processed\house\House6_16.png,16
Living_Things,processed\face\female_56_16.png,16
Nonliving_Things,processed\house\House66_16.png,16
Nonliving_Things,processed\house\House86_16.png,16
Living_Things,processed\face\female_36_16.png,16
Living_Things,processed\face\male_91_16.png,16
Nonliving_Things,processed\house\House50_16.png,16
Living_Things,processed\face\female_25_16.png,16
Nonliving_Things,processed\house\House83_16.png,16
Nonliving_Things,processed\house\House20_16.png,16
Nonliving_Things,processed\house\House14_16.png,16
Living_Things,processed\face\female_53_16.png,16
Nonliving_Things,processed\house\House37_16.png,16
Nonliving_Things,processed\house\House88_16.png,16
Living_Things,processed\face\female_27_16.png,16
Nonliving_Things,processed\house\House16_16.png,16
Living_Things,processed\face\male_29_16.png,16
Nonliving_Things,processed\house\3257879_House74_16.png,16
Nonliving_Things,processed\house\House75_16.png,16
Nonliving_Things,processed\house\House65_16.png,16
Nonliving_Things,processed\house\House15_16.png,16
Living_Things,processed\face\female_42_16.png,16
Living_Things,processed\face\female_88_16.png,16
Living_Things,processed\face\male_51_16.png,16
Living_Things,processed\face\male_54_16.png,16
Living_Things,processed\face\male_73_16.png,16
Nonliving_Things,processed\house\House17_16.png,16
Nonliving_Things,processed\house\House49_16.png,16
Living_Things,processed\face\male_94_16.png,16
Living_Things,processed\face\male_3_16.png,16
Living_Things,processed\face\female_47_16.png,16
Living_Things,processed\face\male_75_16.png,16
Nonliving_Things,processed\house\House3_16.png,16
Nonliving_Things,processed\house\House25_16.png,16
Nonliving_Things,processed\house\House55_16.png,16
Living_Things,processed\face\female_71_16.png,16
Nonliving_Things,processed\house\House53_16.png,16
Living_Things,processed\face\female_95_16.png,16
Living_Things,processed\face\male_42_16.png,16
Living_Things,processed\face\female_20_16.png,16
Nonliving_Things,processed\house\House70_16.png,16
Living_Things,processed\face\female_16_16.png,16
Living_Things,processed\face\female_61_16.png,16
Living_Things,processed\face\male_98_16.png,16
Living_Things,processed\face\female_5_16.png,16
Nonliving_Things,processed\house\House79_16.png,16
Living_Things,processed\face\female_54_16.png,16
Living_Things,processed\face\female_34_16.png,16
Living_Things,processed\face\male_26_16.png,16
Living_Things,processed\face\female_87_16.png,16
Living_Things,processed\face\male_88_16.png,16
Living_Things,processed\face\female_100_16.png,16
Nonliving_Things,processed\house\House27_16.png,16
Living_Things,processed\face\male_35_16.png,16
Nonliving_Things,processed\house\House62_16.png,16
Nonliving_Things,processed\house\House7_16.png,16
Nonliving_Things,processed\house\House78_16.png,16
Living_Things,processed\face\male_27_16.png,16
Living_Things,processed\face\female_89_16.png,16
Living_Things,processed\face\male_70_16.png,16
Living_Things,processed\face\female_80_16.png,16
Living_Things,processed\face\male_33_16.png,16
Nonliving_Things,processed\house\House4_16.png,16
Living_Things,processed\face\female_50_16.png,16
Living_Things,processed\face\male_61_16.png,16
Living_Things,processed\face\male_58_16.png,16
Nonliving_Things,processed\house\House52_16.png,16
Living_Things,processed\face\male_82_16.png,16
Living_Things,processed\face\female_73_16.png,16
Living_Things,processed\face\male_66_16.png,16
Nonliving_Things,processed\house\House64_16.png,16
Living_Things,processed\face\female_31_16.png,16
Living_Things,processed\face\male_72_16.png,16
Nonliving_Things,processed\house\House8_16.png,16
Nonliving_Things,processed\house\House54_16.png,16
Nonliving_Things,processed\house\House13_16.png,16
Living_Things,processed\face\female_1_16.png,16
Living_Things,processed\face\male_56_16.png,16
Nonliving_Things,processed\house\House63_16.png,16
Living_Things,processed\face\male_1_16.png,16
Nonliving_Things,processed\house\House94_16.png,16
Nonliving_Things,processed\house\House68_16.png,16
Nonliving_Things,processed\house\House12_16.png,16
Nonliving_Things,processed\house\House81_16.png,16
Nonliving_Things,processed\house\House1_16.png,16
Nonliving_Things,processed\house\House89_16.png,16
Living_Things,processed\face\male_5_16.png,16
Nonliving_Things,processed\house\House23_16.png,16
Nonliving_Things,processed\house\House45_16.png,16
Nonliving_Things,processed\house\House36_16.png,16
Nonliving_Things,processed\house\House28_16.png,16
Nonliving_Things,processed\house\House34_16.png,16
Living_Things,processed\face\male_37_16.png,16
Living_Things,processed\face\female_68_16.png,16
Living_Things,processed\face\male_81_16.png,16
Nonliving_Things,processed\house\House87_16.png,16
Living_Things,processed\face\male_95_16.png,16
Living_Things,processed\face\female_60_16.png,16
Nonliving_Things,processed\house\House93_16.png,16
Living_Things,processed\face\female_51_16.png,16
Living_Things,processed\face\female_86_16.png,16
Living_Things,processed\face\female_24_16.png,16
Nonliving_Things,processed\house\House69_16.png,16
Living_Things,processed\face\male_69_16.png,16
Nonliving_Things,processed\house\House40_16.png,16
Living_Things,processed\face\male_62_16.png,16
Living_Things,processed\face\female_29_16.png,16
Nonliving_Things,processed\house\House19_16.png,16
Nonliving_Things,processed\house\House91_16.png,16
Living_Things,processed\face\male_89_16.png,16
Nonliving_Things,processed\house\House10_16.png,16
Nonliving_Things,processed\house\House44_16.png,16
Living_Things,processed\face\male_28_16.png,16
Nonliving_Things,processed\house\House18_16.png,16
Nonliving_Things,processed\house\House22_16.png,16
Living_Things,processed\face\female_12_16.png,16
Nonliving_Things,processed\house\House9_16.png,16
Living_Things,processed\face\female_65_16.png,16
Nonliving_Things,processed\house\3257825_House58_16.png,16
Nonliving_Things,processed\house\House2_16.png,16
Nonliving_Things,processed\house\House71_16.png,16
Nonliving_Things,processed\house\House67_16.png,16
Nonliving_Things,processed\house\House32_16.png,16
Living_Things,processed\face\female_58_16.png,16
