category,image_name,image_number,image_iter
Nonliving_Things,processed/house/house-88_24.png,88,24
Living_Things,processed/face/face-34_24.png,34,24
Nonliving_Things,processed/house/house-37_24.png,37,24
Nonliving_Things,processed/house/house-47_24.png,47,24
Living_Things,processed/face/face-63_24.png,63,24
Living_Things,processed/face/face-49_24.png,49,24
Nonliving_Things,processed/house/house-50_24.png,50,24
Living_Things,processed/face/face-48_24.png,48,24
Nonliving_Things,processed/house/house-48_24.png,48,24
Living_Things,processed/face/face-67_24.png,67,24
Living_Things,processed/face/face-62_24.png,62,24
Living_Things,processed/face/face-45_24.png,45,24
Nonliving_Things,processed/house/house-80_24.png,80,24
Living_Things,processed/face/face-60_24.png,60,24
Nonliving_Things,processed/house/house-40_24.png,40,24
Living_Things,processed/face/face-30_24.png,30,24
Living_Things,processed/face/face-77_24.png,77,24
Nonliving_Things,processed/house/house-23_24.png,23,24
Living_Things,processed/face/face-8_24.png,8,24
Nonliving_Things,processed/house/house-95_24.png,95,24
Nonliving_Things,processed/house/house-55_24.png,55,24
Living_Things,processed/face/face-56_24.png,56,24
Living_Things,processed/face/face-69_24.png,69,24
Nonliving_Things,processed/house/house-5_24.png,5,24
Living_Things,processed/face/face-43_24.png,43,24
Nonliving_Things,processed/house/house-30_24.png,30,24
Living_Things,processed/face/face-4_24.png,4,24
Nonliving_Things,processed/house/house-54_24.png,54,24
Living_Things,processed/face/face-19_24.png,19,24
Living_Things,processed/face/face-57_24.png,57,24
Living_Things,processed/face/face-71_24.png,71,24
Nonliving_Things,processed/house/house-97_24.png,97,24
Nonliving_Things,processed/house/house-25_24.png,25,24
Nonliving_Things,processed/house/house-92_24.png,92,24
Living_Things,processed/face/face-59_24.png,59,24
Living_Things,processed/face/face-10_24.png,10,24
Nonliving_Things,processed/house/house-66_24.png,66,24
Living_Things,processed/face/face-52_24.png,52,24
Living_Things,processed/face/face-85_24.png,85,24
Living_Things,processed/face/face-79_24.png,79,24
Nonliving_Things,processed/house/house-86_24.png,86,24
Living_Things,processed/face/face-81_24.png,81,24
Nonliving_Things,processed/house/house-35_24.png,35,24
Nonliving_Things,processed/house/house-93_24.png,93,24
Living_Things,processed/face/face-41_24.png,41,24
Nonliving_Things,processed/house/house-77_24.png,77,24
Living_Things,processed/face/face-58_24.png,58,24
Living_Things,processed/face/face-92_24.png,92,24
Nonliving_Things,processed/house/house-44_24.png,44,24
Nonliving_Things,processed/house/house-34_24.png,34,24
Nonliving_Things,processed/house/house-68_24.png,68,24
Nonliving_Things,processed/house/house-75_24.png,75,24
Living_Things,processed/face/face-36_24.png,36,24
Living_Things,processed/face/face-42_24.png,42,24
Nonliving_Things,processed/house/house-73_24.png,73,24
Living_Things,processed/face/face-20_24.png,20,24
Living_Things,processed/face/face-93_24.png,93,24
Nonliving_Things,processed/house/house-69_24.png,69,24
Living_Things,processed/face/face-38_24.png,38,24
Living_Things,processed/face/face-98_24.png,98,24
Nonliving_Things,processed/house/house-41_24.png,41,24
Nonliving_Things,processed/house/house-46_24.png,46,24
Living_Things,processed/face/face-84_24.png,84,24
Nonliving_Things,processed/house/house-58_24.png,58,24
Nonliving_Things,processed/house/house-49_24.png,49,24
Nonliving_Things,processed/house/house-12_24.png,12,24
Nonliving_Things,processed/house/house-7_24.png,7,24
Nonliving_Things,processed/house/house-74_24.png,74,24
Nonliving_Things,processed/house/house-65_24.png,65,24
Living_Things,processed/face/face-78_24.png,78,24
Living_Things,processed/face/face-75_24.png,75,24
Living_Things,processed/face/face-14_24.png,14,24
Nonliving_Things,processed/house/house-10_24.png,10,24
Nonliving_Things,processed/house/house-14_24.png,14,24
Nonliving_Things,processed/house/house-16_24.png,16,24
Living_Things,processed/face/face-46_24.png,46,24
Nonliving_Things,processed/house/house-99_24.png,99,24
Nonliving_Things,processed/house/house-19_24.png,19,24
Nonliving_Things,processed/house/house-20_24.png,20,24
Living_Things,processed/face/face-91_24.png,91,24
Living_Things,processed/face/face-83_24.png,83,24
Living_Things,processed/face/face-96_24.png,96,24
Living_Things,processed/face/face-11_24.png,11,24
Nonliving_Things,processed/house/house-45_24.png,45,24
Nonliving_Things,processed/house/house-43_24.png,43,24
Living_Things,processed/face/face-100_24.png,100,24
Nonliving_Things,processed/house/house-31_24.png,31,24
Living_Things,processed/face/face-72_24.png,72,24
Nonliving_Things,processed/house/house-8_24.png,8,24
Nonliving_Things,processed/house/house-2_24.png,2,24
Living_Things,processed/face/face-40_24.png,40,24
Nonliving_Things,processed/house/house-39_24.png,39,24
Nonliving_Things,processed/house/house-26_24.png,26,24
Nonliving_Things,processed/house/house-36_24.png,36,24
Living_Things,processed/face/face-90_24.png,90,24
Living_Things,processed/face/face-64_24.png,64,24
Living_Things,processed/face/face-16_24.png,16,24
Living_Things,processed/face/face-66_24.png,66,24
Living_Things,processed/face/face-5_24.png,5,24
Nonliving_Things,processed/house/house-9_24.png,9,24
