category,subtarget,item,image_name,count
Living_Things,Marine_creatures,sperm-whale,greyscaled\Living_Things\Marine_creatures\sperm-whale_14.jpg,14
Living_Things,Marine_creatures,killer-whale,greyscaled\Living_Things\Marine_creatures\killer-whale_14.jpg,14
Living_Things,Birds,partridge,greyscaled\Living_Things\Birds\partridge_14.jpg,14
Nonliving_Things,Buildings,granary,greyscaled\Nonliving_Things\Buildings\granary_14.jpg,14
Living_Things,Marine_creatures,dolphin,greyscaled\Living_Things\Marine_creatures\dolphin_14.jpg,14
Nonliving_Things,Furniture,sofa,greyscaled\Nonliving_Things\Furniture\sofa_14.jpg,14
Living_Things,Animals,turtle,greyscaled\Living_Things\Animals\turtle_14.jpg,14
Living_Things,Birds,toucan,greyscaled\Living_Things\Birds\toucan_14.jpg,14
Nonliving_Things,Furniture,filling-cabinet,greyscaled\Nonliving_Things\Furniture\filling-cabinet_14.jpg,14
Nonliving_Things,Furniture,bed,greyscaled\Nonliving_Things\Furniture\bed_14.jpg,14
Living_Things,Insects,scorpion,greyscaled\Living_Things\Insects\scorpion_14.jpg,14
Living_Things,Animals,elephant,greyscaled\Living_Things\Animals\elephant_14.jpg,14
Living_Things,Animals,lynx,greyscaled\Living_Things\Animals\lynx_14.jpg,14
Nonliving_Things,Buildings,church,greyscaled\Nonliving_Things\Buildings\church_14.jpg,14
Living_Things,Birds,hummingbird,greyscaled\Living_Things\Birds\hummingbird_14.jpg,14
Nonliving_Things,Kitchen_Uten,saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\saucepan_14.jpg,14
Nonliving_Things,Furniture,couch,greyscaled\Nonliving_Things\Furniture\couch_14.jpg,14
Nonliving_Things,Buildings,cathedral,greyscaled\Nonliving_Things\Buildings\cathedral_14.jpg,14
Nonliving_Things,Vehicles,car,greyscaled\Nonliving_Things\Vehicles\car_14.jpg,14
Nonliving_Things,Tools,axe,greyscaled\Nonliving_Things\Tools\axe_14.jpg,14
Nonliving_Things,Kitchen_Uten,fondue,greyscaled\Nonliving_Things\Kitchen_Uten\fondue_14.jpg,14
Living_Things,Marine_creatures,whale,greyscaled\Living_Things\Marine_creatures\whale_14.jpg,14
Nonliving_Things,Buildings,castle,greyscaled\Nonliving_Things\Buildings\castle_14.jpg,14
Nonliving_Things,Kitchen_Uten,cup,greyscaled\Nonliving_Things\Kitchen_Uten\cup_14.jpg,14
Living_Things,Animals,cheetah,greyscaled\Living_Things\Animals\cheetah_14.jpg,14
Living_Things,Animals,hippopotamus,greyscaled\Living_Things\Animals\hippopotamus_14.jpg,14
Living_Things,Birds,pigeon,greyscaled\Living_Things\Birds\pigeon_14.jpg,14
Nonliving_Things,Kitchen_Uten,small-saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\small-saucepan_14.jpg,14
Living_Things,Insects,dragonfly,greyscaled\Living_Things\Insects\dragonfly_14.jpg,14
Nonliving_Things,Furniture,wardrobe,greyscaled\Nonliving_Things\Furniture\wardrobe_14.jpg,14
Living_Things,Birds,rooster,greyscaled\Living_Things\Birds\rooster_14.jpg,14
Nonliving_Things,Musical_Inst,violin,greyscaled\Nonliving_Things\Musical_Inst\violin_14.jpg,14
Nonliving_Things,Vehicles,bus,greyscaled\Nonliving_Things\Vehicles\bus_14.jpg,14
Nonliving_Things,Buildings,mill,greyscaled\Nonliving_Things\Buildings\mill_14.jpg,14
Living_Things,Birds,pelican,greyscaled\Living_Things\Birds\pelican_14.jpg,14
Living_Things,Animals,armadillo,greyscaled\Living_Things\Animals\armadillo_14.jpg,14
Living_Things,Birds,goldfinch,greyscaled\Living_Things\Birds\goldfinch_14.jpg,14
Nonliving_Things,Musical_Inst,guitar,greyscaled\Nonliving_Things\Musical_Inst\guitar_14.jpg,14
Living_Things,Birds,kiwi,greyscaled\Living_Things\Birds\kiwi_14.jpg,14
Nonliving_Things,Musical_Inst,tuba,greyscaled\Nonliving_Things\Musical_Inst\tuba_14.jpg,14
