category,image_name,image_number,image_iter
Nonliving_Things,processed/house/house-33_1.png,33,1
Living_Things,processed/face/face-13_1.png,13,1
Living_Things,processed/face/face-94_1.png,94,1
Living_Things,processed/face/face-25_1.png,25,1
Nonliving_Things,processed/house/house-81_1.png,81,1
Nonliving_Things,processed/house/house-65_1.png,65,1
Nonliving_Things,processed/house/house-58_1.png,58,1
Nonliving_Things,processed/house/house-47_1.png,47,1
Nonliving_Things,processed/house/house-3_1.png,3,1
Nonliving_Things,processed/house/house-31_1.png,31,1
Living_Things,processed/face/face-2_1.png,2,1
Nonliving_Things,processed/house/house-79_1.png,79,1
Living_Things,processed/face/face-97_1.png,97,1
Living_Things,processed/face/face-62_1.png,62,1
Nonliving_Things,processed/house/house-35_1.png,35,1
Living_Things,processed/face/face-76_1.png,76,1
Living_Things,processed/face/face-80_1.png,80,1
Living_Things,processed/face/face-81_1.png,81,1
Nonliving_Things,processed/house/house-57_1.png,57,1
Living_Things,processed/face/face-73_1.png,73,1
Nonliving_Things,processed/house/house-71_1.png,71,1
Living_Things,processed/face/face-29_1.png,29,1
Living_Things,processed/face/face-49_1.png,49,1
Living_Things,processed/face/face-6_1.png,6,1
Living_Things,processed/face/face-15_1.png,15,1
Living_Things,processed/face/face-72_1.png,72,1
Living_Things,processed/face/face-64_1.png,64,1
Living_Things,processed/face/face-31_1.png,31,1
Living_Things,processed/face/face-42_1.png,42,1
Living_Things,processed/face/face-11_1.png,11,1
Nonliving_Things,processed/house/house-45_1.png,45,1
Living_Things,processed/face/face-67_1.png,67,1
Living_Things,processed/face/face-91_1.png,91,1
Living_Things,processed/face/face-88_1.png,88,1
Living_Things,processed/face/face-90_1.png,90,1
Living_Things,processed/face/face-34_1.png,34,1
Nonliving_Things,processed/house/house-40_1.png,40,1
Living_Things,processed/face/face-55_1.png,55,1
Living_Things,processed/face/face-51_1.png,51,1
Living_Things,processed/face/face-100_1.png,100,1
Nonliving_Things,processed/house/house-19_1.png,19,1
Living_Things,processed/face/face-53_1.png,53,1
Living_Things,processed/face/face-30_1.png,30,1
Nonliving_Things,processed/house/house-2_1.png,2,1
Living_Things,processed/face/face-3_1.png,3,1
Nonliving_Things,processed/house/house-96_1.png,96,1
Nonliving_Things,processed/house/house-75_1.png,75,1
Nonliving_Things,processed/house/house-18_1.png,18,1
Nonliving_Things,processed/house/house-14_1.png,14,1
Living_Things,processed/face/face-35_1.png,35,1
Living_Things,processed/face/face-21_1.png,21,1
Living_Things,processed/face/face-44_1.png,44,1
Living_Things,processed/face/face-41_1.png,41,1
Nonliving_Things,processed/house/house-59_1.png,59,1
Living_Things,processed/face/face-75_1.png,75,1
Nonliving_Things,processed/house/house-60_1.png,60,1
Nonliving_Things,processed/house/house-56_1.png,56,1
Living_Things,processed/face/face-33_1.png,33,1
Nonliving_Things,processed/house/house-95_1.png,95,1
Nonliving_Things,processed/house/house-55_1.png,55,1
Nonliving_Things,processed/house/house-46_1.png,46,1
Nonliving_Things,processed/house/house-9_1.png,9,1
Nonliving_Things,processed/house/house-12_1.png,12,1
Nonliving_Things,processed/house/house-99_1.png,99,1
Living_Things,processed/face/face-77_1.png,77,1
Nonliving_Things,processed/house/house-41_1.png,41,1
Nonliving_Things,processed/house/house-38_1.png,38,1
Nonliving_Things,processed/house/house-10_1.png,10,1
Living_Things,processed/face/face-37_1.png,37,1
Living_Things,processed/face/face-5_1.png,5,1
Nonliving_Things,processed/house/house-17_1.png,17,1
Nonliving_Things,processed/house/house-20_1.png,20,1
Nonliving_Things,processed/house/house-22_1.png,22,1
Living_Things,processed/face/face-82_1.png,82,1
Nonliving_Things,processed/house/house-4_1.png,4,1
Nonliving_Things,processed/house/house-39_1.png,39,1
Living_Things,processed/face/face-61_1.png,61,1
Nonliving_Things,processed/house/house-74_1.png,74,1
Living_Things,processed/face/face-69_1.png,69,1
Living_Things,processed/face/face-89_1.png,89,1
Nonliving_Things,processed/house/house-100_1.png,100,1
Nonliving_Things,processed/house/house-50_1.png,50,1
Living_Things,processed/face/face-23_1.png,23,1
Nonliving_Things,processed/house/house-94_1.png,94,1
Living_Things,processed/face/face-50_1.png,50,1
Living_Things,processed/face/face-28_1.png,28,1
Living_Things,processed/face/face-86_1.png,86,1
Nonliving_Things,processed/house/house-85_1.png,85,1
Living_Things,processed/face/face-84_1.png,84,1
Living_Things,processed/face/face-24_1.png,24,1
Nonliving_Things,processed/house/house-67_1.png,67,1
Living_Things,processed/face/face-10_1.png,10,1
Nonliving_Things,processed/house/house-69_1.png,69,1
Living_Things,processed/face/face-12_1.png,12,1
Living_Things,processed/face/face-1_1.png,1,1
Living_Things,processed/face/face-85_1.png,85,1
Living_Things,processed/face/face-40_1.png,40,1
Nonliving_Things,processed/house/house-53_1.png,53,1
Nonliving_Things,processed/house/house-15_1.png,15,1
Nonliving_Things,processed/house/house-26_1.png,26,1
