category,subtarget,item,image_name,count
Living_Things,Animals,armadillo,greyscaled/Living_Things/Animals/armadillo_2.jpg,2
Living_Things,Animals,cat,greyscaled/Living_Things/Animals/cat_2.jpg,2
Living_Things,Animals,cheetah,greyscaled/Living_Things/Animals/cheetah_2.jpg,2
Living_Things,Animals,cow,greyscaled/Living_Things/Animals/cow_2.jpg,2
Living_Things,Animals,elephant,greyscaled/Living_Things/Animals/elephant_2.jpg,2
Living_Things,Animals,giraffe,greyscaled/Living_Things/Animals/giraffe_2.jpg,2
Living_Things,Animals,hippopotamus,greyscaled/Living_Things/Animals/hippopotamus_2.jpg,2
Living_Things,Animals,horse,greyscaled/Living_Things/Animals/horse_2.jpg,2
Living_Things,Animals,lioness,greyscaled/Living_Things/Animals/lioness_2.jpg,2
Living_Things,Animals,lynx,greyscaled/Living_Things/Animals/lynx_2.jpg,2
Living_Things,Animals,rhino,greyscaled/Living_Things/Animals/rhino_2.jpg,2
Living_Things,Animals,tapir,greyscaled/Living_Things/Animals/tapir_2.jpg,2
Living_Things,Animals,tiger,greyscaled/Living_Things/Animals/tiger_2.jpg,2
Living_Things,Animals,turtle,greyscaled/Living_Things/Animals/turtle_2.jpg,2
Living_Things,Animals,zebra,greyscaled/Living_Things/Animals/zebra_2.jpg,2
Living_Things,Birds,barn-owl,greyscaled/Living_Things/Birds/barn-owl_2.jpg,2
Living_Things,Birds,duck,greyscaled/Living_Things/Birds/duck_2.jpg,2
Living_Things,Birds,goldfinch,greyscaled/Living_Things/Birds/goldfinch_2.jpg,2
Living_Things,Birds,goose,greyscaled/Living_Things/Birds/goose_2.jpg,2
Living_Things,Birds,hen,greyscaled/Living_Things/Birds/hen_2.jpg,2
Living_Things,Birds,hummingbird,greyscaled/Living_Things/Birds/hummingbird_2.jpg,2
Living_Things,Birds,kiwi,greyscaled/Living_Things/Birds/kiwi_2.jpg,2
Living_Things,Birds,magpie,greyscaled/Living_Things/Birds/magpie_2.jpg,2
Living_Things,Birds,ostrich,greyscaled/Living_Things/Birds/ostrich_2.jpg,2
Living_Things,Birds,owl,greyscaled/Living_Things/Birds/owl_2.jpg,2
Living_Things,Birds,partridge,greyscaled/Living_Things/Birds/partridge_2.jpg,2
Living_Things,Birds,pelican,greyscaled/Living_Things/Birds/pelican_2.jpg,2
Living_Things,Birds,penguin,greyscaled/Living_Things/Birds/penguin_2.jpg,2
Living_Things,Birds,pigeon,greyscaled/Living_Things/Birds/pigeon_2.jpg,2
Living_Things,Birds,raven,greyscaled/Living_Things/Birds/raven_2.jpg,2
Living_Things,Birds,rooster,greyscaled/Living_Things/Birds/rooster_2.jpg,2
Living_Things,Birds,seagull,greyscaled/Living_Things/Birds/seagull_2.jpg,2
Living_Things,Birds,sparrow,greyscaled/Living_Things/Birds/sparrow_2.jpg,2
Living_Things,Birds,toucan,greyscaled/Living_Things/Birds/toucan_2.jpg,2
Living_Things,Insects,butterfly,greyscaled/Living_Things/Insects/butterfly_2.jpg,2
Living_Things,Insects,dragonfly,greyscaled/Living_Things/Insects/dragonfly_2.jpg,2
Living_Things,Insects,ladybird,greyscaled/Living_Things/Insects/ladybird_2.jpg,2
Living_Things,Insects,scorpion,greyscaled/Living_Things/Insects/scorpion_2.jpg,2
Living_Things,Marine_creatures,crab,greyscaled/Living_Things/Marine_creatures/crab_2.jpg,2
Living_Things,Marine_creatures,dolphin,greyscaled/Living_Things/Marine_creatures/dolphin_2.jpg,2
Living_Things,Marine_creatures,killer-whale,greyscaled/Living_Things/Marine_creatures/killer-whale_2.jpg,2
Living_Things,Marine_creatures,lobster,greyscaled/Living_Things/Marine_creatures/lobster_2.jpg,2
Living_Things,Marine_creatures,manatee,greyscaled/Living_Things/Marine_creatures/manatee_2.jpg,2
Living_Things,Marine_creatures,narwhal,greyscaled/Living_Things/Marine_creatures/narwhal_2.jpg,2
Living_Things,Marine_creatures,pomfret,greyscaled/Living_Things/Marine_creatures/pomfret_2.jpg,2
Living_Things,Marine_creatures,shark,greyscaled/Living_Things/Marine_creatures/shark_2.jpg,2
Living_Things,Marine_creatures,sperm-whale,greyscaled/Living_Things/Marine_creatures/sperm-whale_2.jpg,2
Living_Things,Marine_creatures,whale,greyscaled/Living_Things/Marine_creatures/whale_2.jpg,2
Nonliving_Things,Buildings,castle,greyscaled/Nonliving_Things/Buildings/castle_2.jpg,2
Nonliving_Things,Buildings,cathedral,greyscaled/Nonliving_Things/Buildings/cathedral_2.jpg,2
Nonliving_Things,Buildings,church,greyscaled/Nonliving_Things/Buildings/church_2.jpg,2
Nonliving_Things,Buildings,factory,greyscaled/Nonliving_Things/Buildings/factory_2.jpg,2
Nonliving_Things,Buildings,granary,greyscaled/Nonliving_Things/Buildings/granary_2.jpg,2
Nonliving_Things,Buildings,house,greyscaled/Nonliving_Things/Buildings/house_2.jpg,2
Nonliving_Things,Buildings,mill,greyscaled/Nonliving_Things/Buildings/mill_2.jpg,2
Nonliving_Things,Buildings,palace,greyscaled/Nonliving_Things/Buildings/palace_2.jpg,2
Nonliving_Things,Furniture,armchair,greyscaled/Nonliving_Things/Furniture/armchair_2.jpg,2
Nonliving_Things,Furniture,bedside-table,greyscaled/Nonliving_Things/Furniture/bedside-table_2.jpg,2
Nonliving_Things,Furniture,bed,greyscaled/Nonliving_Things/Furniture/bed_2.jpg,2
Nonliving_Things,Furniture,bookcase,greyscaled/Nonliving_Things/Furniture/bookcase_2.jpg,2
Nonliving_Things,Furniture,chair,greyscaled/Nonliving_Things/Furniture/chair_2.jpg,2
Nonliving_Things,Furniture,Chest-of-drawers,greyscaled/Nonliving_Things/Furniture/Chest-of-drawers_2.jpg,2
Nonliving_Things,Furniture,couch,greyscaled/Nonliving_Things/Furniture/couch_2.jpg,2
Nonliving_Things,Furniture,filling-cabinet,greyscaled/Nonliving_Things/Furniture/filling-cabinet_2.jpg,2
Nonliving_Things,Furniture,lamp,greyscaled/Nonliving_Things/Furniture/lamp_2.jpg,2
Nonliving_Things,Furniture,lectern,greyscaled/Nonliving_Things/Furniture/lectern_2.jpg,2
Nonliving_Things,Furniture,rocking-chair,greyscaled/Nonliving_Things/Furniture/rocking-chair_2.jpg,2
Nonliving_Things,Furniture,sofa,greyscaled/Nonliving_Things/Furniture/sofa_2.jpg,2
Nonliving_Things,Furniture,table,greyscaled/Nonliving_Things/Furniture/table_2.jpg,2
Nonliving_Things,Furniture,wardrobe,greyscaled/Nonliving_Things/Furniture/wardrobe_2.jpg,2
Nonliving_Things,Kitchen_Uten,coking-pot,greyscaled/Nonliving_Things/Kitchen_Uten/coking-pot_2.jpg,2
Nonliving_Things,Kitchen_Uten,cup,greyscaled/Nonliving_Things/Kitchen_Uten/cup_2.jpg,2
Nonliving_Things,Kitchen_Uten,fondue,greyscaled/Nonliving_Things/Kitchen_Uten/fondue_2.jpg,2
Nonliving_Things,Kitchen_Uten,frying-pan,greyscaled/Nonliving_Things/Kitchen_Uten/frying-pan_2.jpg,2
Nonliving_Things,Kitchen_Uten,pot,greyscaled/Nonliving_Things/Kitchen_Uten/pot_2.jpg,2
Nonliving_Things,Kitchen_Uten,saucepan,greyscaled/Nonliving_Things/Kitchen_Uten/saucepan_2.jpg,2
Nonliving_Things,Kitchen_Uten,small-saucepan,greyscaled/Nonliving_Things/Kitchen_Uten/small-saucepan_2.jpg,2
Nonliving_Things,Kitchen_Uten,teapot,greyscaled/Nonliving_Things/Kitchen_Uten/teapot_2.jpg,2
Nonliving_Things,Musical_Inst,drum,greyscaled/Nonliving_Things/Musical_Inst/drum_2.jpg,2
Nonliving_Things,Musical_Inst,guitar,greyscaled/Nonliving_Things/Musical_Inst/guitar_2.jpg,2
Nonliving_Things,Musical_Inst,piano,greyscaled/Nonliving_Things/Musical_Inst/piano__2.jpg,2
Nonliving_Things,Musical_Inst,saxophone,greyscaled/Nonliving_Things/Musical_Inst/saxophone_2.jpg,2
Nonliving_Things,Musical_Inst,trumpet,greyscaled/Nonliving_Things/Musical_Inst/trumpet_2.jpg,2
Nonliving_Things,Musical_Inst,tuba,greyscaled/Nonliving_Things/Musical_Inst/tuba_2.jpg,2
