category,subtarget,item,image_name,count
Living_Things,Marine_creatures,sperm-whale,greyscaled\Living_Things\Marine_creatures\sperm-whale_9.jpg,9
Living_Things,Marine_creatures,killer-whale,greyscaled\Living_Things\Marine_creatures\killer-whale_9.jpg,9
Living_Things,Birds,partridge,greyscaled\Living_Things\Birds\partridge_9.jpg,9
Nonliving_Things,Buildings,granary,greyscaled\Nonliving_Things\Buildings\granary_9.jpg,9
Living_Things,Marine_creatures,dolphin,greyscaled\Living_Things\Marine_creatures\dolphin_9.jpg,9
Nonliving_Things,Furniture,sofa,greyscaled\Nonliving_Things\Furniture\sofa_9.jpg,9
Living_Things,Animals,turtle,greyscaled\Living_Things\Animals\turtle_9.jpg,9
Living_Things,Birds,toucan,greyscaled\Living_Things\Birds\toucan_9.jpg,9
Nonliving_Things,Furniture,filling-cabinet,greyscaled\Nonliving_Things\Furniture\filling-cabinet_9.jpg,9
Nonliving_Things,Furniture,bed,greyscaled\Nonliving_Things\Furniture\bed_9.jpg,9
Living_Things,Insects,scorpion,greyscaled\Living_Things\Insects\scorpion_9.jpg,9
Living_Things,Animals,elephant,greyscaled\Living_Things\Animals\elephant_9.jpg,9
Living_Things,Animals,lynx,greyscaled\Living_Things\Animals\lynx_9.jpg,9
Nonliving_Things,Buildings,church,greyscaled\Nonliving_Things\Buildings\church_9.jpg,9
Living_Things,Birds,hummingbird,greyscaled\Living_Things\Birds\hummingbird_9.jpg,9
Nonliving_Things,Kitchen_Uten,saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\saucepan_9.jpg,9
Nonliving_Things,Furniture,couch,greyscaled\Nonliving_Things\Furniture\couch_9.jpg,9
Nonliving_Things,Buildings,cathedral,greyscaled\Nonliving_Things\Buildings\cathedral_9.jpg,9
Nonliving_Things,Vehicles,car,greyscaled\Nonliving_Things\Vehicles\car_9.jpg,9
Nonliving_Things,Tools,axe,greyscaled\Nonliving_Things\Tools\axe_9.jpg,9
Nonliving_Things,Kitchen_Uten,fondue,greyscaled\Nonliving_Things\Kitchen_Uten\fondue_9.jpg,9
Living_Things,Marine_creatures,whale,greyscaled\Living_Things\Marine_creatures\whale_9.jpg,9
Nonliving_Things,Buildings,castle,greyscaled\Nonliving_Things\Buildings\castle_9.jpg,9
Nonliving_Things,Kitchen_Uten,cup,greyscaled\Nonliving_Things\Kitchen_Uten\cup_9.jpg,9
Living_Things,Animals,cheetah,greyscaled\Living_Things\Animals\cheetah_9.jpg,9
Living_Things,Animals,hippopotamus,greyscaled\Living_Things\Animals\hippopotamus_9.jpg,9
Living_Things,Birds,pigeon,greyscaled\Living_Things\Birds\pigeon_9.jpg,9
Nonliving_Things,Kitchen_Uten,small-saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\small-saucepan_9.jpg,9
Living_Things,Insects,dragonfly,greyscaled\Living_Things\Insects\dragonfly_9.jpg,9
Nonliving_Things,Furniture,wardrobe,greyscaled\Nonliving_Things\Furniture\wardrobe_9.jpg,9
Living_Things,Birds,rooster,greyscaled\Living_Things\Birds\rooster_9.jpg,9
Nonliving_Things,Musical_Inst,violin,greyscaled\Nonliving_Things\Musical_Inst\violin_9.jpg,9
Nonliving_Things,Vehicles,bus,greyscaled\Nonliving_Things\Vehicles\bus_9.jpg,9
Nonliving_Things,Buildings,mill,greyscaled\Nonliving_Things\Buildings\mill_9.jpg,9
Living_Things,Birds,pelican,greyscaled\Living_Things\Birds\pelican_9.jpg,9
Living_Things,Animals,armadillo,greyscaled\Living_Things\Animals\armadillo_9.jpg,9
Living_Things,Birds,goldfinch,greyscaled\Living_Things\Birds\goldfinch_9.jpg,9
Nonliving_Things,Musical_Inst,guitar,greyscaled\Nonliving_Things\Musical_Inst\guitar_9.jpg,9
Living_Things,Birds,kiwi,greyscaled\Living_Things\Birds\kiwi_9.jpg,9
Nonliving_Things,Musical_Inst,tuba,greyscaled\Nonliving_Things\Musical_Inst\tuba_9.jpg,9
Living_Things,Marine_creatures,manatee,greyscaled\Living_Things\Marine_creatures\manatee_9.jpg,9
Living_Things,Birds,goose,greyscaled\Living_Things\Birds\goose_9.jpg,9
Nonliving_Things,Vehicles,ship,greyscaled\Nonliving_Things\Vehicles\ship_9.jpg,9
Living_Things,Marine_creatures,shark,greyscaled\Living_Things\Marine_creatures\shark_9.jpg,9
Living_Things,Birds,magpie,greyscaled\Living_Things\Birds\magpie_9.jpg,9
Nonliving_Things,Kitchen_Uten,pot,greyscaled\Nonliving_Things\Kitchen_Uten\pot_9.jpg,9
Nonliving_Things,Musical_Inst,trumpet,greyscaled\Nonliving_Things\Musical_Inst\trumpet_9.jpg,9
Nonliving_Things,Furniture,bedside-table,greyscaled\Nonliving_Things\Furniture\bedside-table_9.jpg,9
Nonliving_Things,Musical_Inst,drum,greyscaled\Nonliving_Things\Musical_Inst\drum_9.jpg,9
Living_Things,Birds,sparrow,greyscaled\Living_Things\Birds\sparrow_9.jpg,9
Living_Things,Birds,owl,greyscaled\Living_Things\Birds\owl_9.jpg,9
Nonliving_Things,Tools,hammer,greyscaled\Nonliving_Things\Tools\hammer_9.jpg,9
Living_Things,Birds,penguin,greyscaled\Living_Things\Birds\penguin_9.jpg,9
Living_Things,Birds,duck,greyscaled\Living_Things\Birds\duck_9.jpg,9
Nonliving_Things,Furniture,rocking-chair,greyscaled\Nonliving_Things\Furniture\rocking-chair_9.jpg,9
Living_Things,Animals,tiger,greyscaled\Living_Things\Animals\tiger_9.jpg,9
Living_Things,Birds,hen,greyscaled\Living_Things\Birds\hen_9.jpg,9
Nonliving_Things,Furniture,chair,greyscaled\Nonliving_Things\Furniture\chair_9.jpg,9
Living_Things,Marine_creatures,pomfret,greyscaled\Living_Things\Marine_creatures\pomfret_9.jpg,9
Nonliving_Things,Kitchen_Uten,coking-pot,greyscaled\Nonliving_Things\Kitchen_Uten\coking-pot_9.jpg,9
Nonliving_Things,Furniture,lectern,greyscaled\Nonliving_Things\Furniture\lectern_9.jpg,9
Living_Things,Animals,lioness,greyscaled\Living_Things\Animals\lioness_9.jpg,9
Nonliving_Things,Buildings,factory,greyscaled\Nonliving_Things\Buildings\factory_9.jpg,9
Nonliving_Things,Buildings,house,greyscaled\Nonliving_Things\Buildings\house_9.jpg,9
Nonliving_Things,Vehicles,plane,greyscaled\Nonliving_Things\Vehicles\plane_9.jpg,9
Nonliving_Things,Furniture,table,greyscaled\Nonliving_Things\Furniture\table_9.jpg,9
Nonliving_Things,Vehicles,boat,greyscaled\Nonliving_Things\Vehicles\boat_9.jpg,9
Living_Things,Birds,barn-owl,greyscaled\Living_Things\Birds\barn-owl_9.jpg,9
Living_Things,Animals,giraffe,greyscaled\Living_Things\Animals\giraffe_9.jpg,9
Living_Things,Animals,cow,greyscaled\Living_Things\Animals\cow_9.jpg,9
