category,subtarget,item,image_name,count
Living_Things,Marine_creatures,sperm-whale,greyscaled\Living_Things\Marine_creatures\sperm-whale_18.jpg,18
Living_Things,Marine_creatures,killer-whale,greyscaled\Living_Things\Marine_creatures\killer-whale_18.jpg,18
Living_Things,Birds,partridge,greyscaled\Living_Things\Birds\partridge_18.jpg,18
Nonliving_Things,Buildings,granary,greyscaled\Nonliving_Things\Buildings\granary_18.jpg,18
Living_Things,Marine_creatures,dolphin,greyscaled\Living_Things\Marine_creatures\dolphin_18.jpg,18
Nonliving_Things,Furniture,sofa,greyscaled\Nonliving_Things\Furniture\sofa_18.jpg,18
Living_Things,Animals,turtle,greyscaled\Living_Things\Animals\turtle_18.jpg,18
Living_Things,Birds,toucan,greyscaled\Living_Things\Birds\toucan_18.jpg,18
Nonliving_Things,Furniture,filling-cabinet,greyscaled\Nonliving_Things\Furniture\filling-cabinet_18.jpg,18
Nonliving_Things,Furniture,bed,greyscaled\Nonliving_Things\Furniture\bed_18.jpg,18
Living_Things,Insects,scorpion,greyscaled\Living_Things\Insects\scorpion_18.jpg,18
Living_Things,Animals,elephant,greyscaled\Living_Things\Animals\elephant_18.jpg,18
Living_Things,Animals,lynx,greyscaled\Living_Things\Animals\lynx_18.jpg,18
Nonliving_Things,Buildings,church,greyscaled\Nonliving_Things\Buildings\church_18.jpg,18
Living_Things,Birds,hummingbird,greyscaled\Living_Things\Birds\hummingbird_18.jpg,18
Nonliving_Things,Kitchen_Uten,saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\saucepan_18.jpg,18
Nonliving_Things,Furniture,couch,greyscaled\Nonliving_Things\Furniture\couch_18.jpg,18
Nonliving_Things,Buildings,cathedral,greyscaled\Nonliving_Things\Buildings\cathedral_18.jpg,18
Nonliving_Things,Vehicles,car,greyscaled\Nonliving_Things\Vehicles\car_18.jpg,18
Nonliving_Things,Tools,axe,greyscaled\Nonliving_Things\Tools\axe_18.jpg,18
Nonliving_Things,Kitchen_Uten,fondue,greyscaled\Nonliving_Things\Kitchen_Uten\fondue_18.jpg,18
