category,subtarget,item,image_name,count
Living_Things,Animals,armadillo,greyscaled/Living_Things/Animals/armadillo_15.jpg,15
Living_Things,Animals,cat,greyscaled/Living_Things/Animals/cat_15.jpg,15
Living_Things,Animals,cheetah,greyscaled/Living_Things/Animals/cheetah_15.jpg,15
Living_Things,Animals,cow,greyscaled/Living_Things/Animals/cow_15.jpg,15
Living_Things,Animals,elephant,greyscaled/Living_Things/Animals/elephant_15.jpg,15
Living_Things,Animals,giraffe,greyscaled/Living_Things/Animals/giraffe_15.jpg,15
Living_Things,Animals,hippopotamus,greyscaled/Living_Things/Animals/hippopotamus_15.jpg,15
Living_Things,Animals,horse,greyscaled/Living_Things/Animals/horse_15.jpg,15
Living_Things,Animals,lioness,greyscaled/Living_Things/Animals/lioness_15.jpg,15
Living_Things,Animals,lynx,greyscaled/Living_Things/Animals/lynx_15.jpg,15
Living_Things,Animals,rhino,greyscaled/Living_Things/Animals/rhino_15.jpg,15
Living_Things,Animals,tapir,greyscaled/Living_Things/Animals/tapir_15.jpg,15
Living_Things,Animals,tiger,greyscaled/Living_Things/Animals/tiger_15.jpg,15
Living_Things,Animals,turtle,greyscaled/Living_Things/Animals/turtle_15.jpg,15
Living_Things,Animals,zebra,greyscaled/Living_Things/Animals/zebra_15.jpg,15
Living_Things,Birds,barn-owl,greyscaled/Living_Things/Birds/barn-owl_15.jpg,15
Living_Things,Birds,duck,greyscaled/Living_Things/Birds/duck_15.jpg,15
Living_Things,Birds,goldfinch,greyscaled/Living_Things/Birds/goldfinch_15.jpg,15
Living_Things,Birds,goose,greyscaled/Living_Things/Birds/goose_15.jpg,15
Living_Things,Birds,hen,greyscaled/Living_Things/Birds/hen_15.jpg,15
Living_Things,Birds,hummingbird,greyscaled/Living_Things/Birds/hummingbird_15.jpg,15
Living_Things,Birds,kiwi,greyscaled/Living_Things/Birds/kiwi_15.jpg,15
Living_Things,Birds,magpie,greyscaled/Living_Things/Birds/magpie_15.jpg,15
Living_Things,Birds,ostrich,greyscaled/Living_Things/Birds/ostrich_15.jpg,15
Living_Things,Birds,owl,greyscaled/Living_Things/Birds/owl_15.jpg,15
Living_Things,Birds,partridge,greyscaled/Living_Things/Birds/partridge_15.jpg,15
Living_Things,Birds,pelican,greyscaled/Living_Things/Birds/pelican_15.jpg,15
Living_Things,Birds,penguin,greyscaled/Living_Things/Birds/penguin_15.jpg,15
Living_Things,Birds,pigeon,greyscaled/Living_Things/Birds/pigeon_15.jpg,15
Living_Things,Birds,raven,greyscaled/Living_Things/Birds/raven_15.jpg,15
Living_Things,Birds,rooster,greyscaled/Living_Things/Birds/rooster_15.jpg,15
Living_Things,Birds,seagull,greyscaled/Living_Things/Birds/seagull_15.jpg,15
Living_Things,Birds,sparrow,greyscaled/Living_Things/Birds/sparrow_15.jpg,15
Living_Things,Birds,toucan,greyscaled/Living_Things/Birds/toucan_15.jpg,15
Living_Things,Insects,butterfly,greyscaled/Living_Things/Insects/butterfly_15.jpg,15
Living_Things,Insects,dragonfly,greyscaled/Living_Things/Insects/dragonfly_15.jpg,15
Living_Things,Insects,ladybird,greyscaled/Living_Things/Insects/ladybird_15.jpg,15
Living_Things,Insects,scorpion,greyscaled/Living_Things/Insects/scorpion_15.jpg,15
Living_Things,Marine_creatures,crab,greyscaled/Living_Things/Marine_creatures/crab_15.jpg,15
Living_Things,Marine_creatures,dolphin,greyscaled/Living_Things/Marine_creatures/dolphin_15.jpg,15
Living_Things,Marine_creatures,killer-whale,greyscaled/Living_Things/Marine_creatures/killer-whale_15.jpg,15
Living_Things,Marine_creatures,lobster,greyscaled/Living_Things/Marine_creatures/lobster_15.jpg,15
Living_Things,Marine_creatures,manatee,greyscaled/Living_Things/Marine_creatures/manatee_15.jpg,15
Living_Things,Marine_creatures,narwhal,greyscaled/Living_Things/Marine_creatures/narwhal_15.jpg,15
Living_Things,Marine_creatures,pomfret,greyscaled/Living_Things/Marine_creatures/pomfret_15.jpg,15
Living_Things,Marine_creatures,shark,greyscaled/Living_Things/Marine_creatures/shark_15.jpg,15
Living_Things,Marine_creatures,sperm-whale,greyscaled/Living_Things/Marine_creatures/sperm-whale_15.jpg,15
Living_Things,Marine_creatures,whale,greyscaled/Living_Things/Marine_creatures/whale_15.jpg,15
Nonliving_Things,Buildings,castle,greyscaled/Nonliving_Things/Buildings/castle_15.jpg,15
Nonliving_Things,Buildings,cathedral,greyscaled/Nonliving_Things/Buildings/cathedral_15.jpg,15
Nonliving_Things,Buildings,church,greyscaled/Nonliving_Things/Buildings/church_15.jpg,15
Nonliving_Things,Buildings,factory,greyscaled/Nonliving_Things/Buildings/factory_15.jpg,15
Nonliving_Things,Buildings,granary,greyscaled/Nonliving_Things/Buildings/granary_15.jpg,15
Nonliving_Things,Buildings,house,greyscaled/Nonliving_Things/Buildings/house_15.jpg,15
Nonliving_Things,Buildings,mill,greyscaled/Nonliving_Things/Buildings/mill_15.jpg,15
Nonliving_Things,Buildings,palace,greyscaled/Nonliving_Things/Buildings/palace_15.jpg,15
