category,subtarget,item,image_name,count
Living_Things,Animals,armadillo,greyscaled/Living_Things/Animals/armadillo_25.jpg,25
Living_Things,Animals,cat,greyscaled/Living_Things/Animals/cat_25.jpg,25
Living_Things,Animals,cheetah,greyscaled/Living_Things/Animals/cheetah_25.jpg,25
Living_Things,Animals,cow,greyscaled/Living_Things/Animals/cow_25.jpg,25
Living_Things,Animals,elephant,greyscaled/Living_Things/Animals/elephant_25.jpg,25
Living_Things,Animals,giraffe,greyscaled/Living_Things/Animals/giraffe_25.jpg,25
Living_Things,Animals,hippopotamus,greyscaled/Living_Things/Animals/hippopotamus_25.jpg,25
Living_Things,Animals,horse,greyscaled/Living_Things/Animals/horse_25.jpg,25
Living_Things,Animals,lioness,greyscaled/Living_Things/Animals/lioness_25.jpg,25
Living_Things,Animals,lynx,greyscaled/Living_Things/Animals/lynx_25.jpg,25
Living_Things,Animals,rhino,greyscaled/Living_Things/Animals/rhino_25.jpg,25
Living_Things,Animals,tapir,greyscaled/Living_Things/Animals/tapir_25.jpg,25
Living_Things,Animals,tiger,greyscaled/Living_Things/Animals/tiger_25.jpg,25
Living_Things,Animals,turtle,greyscaled/Living_Things/Animals/turtle_25.jpg,25
Living_Things,Animals,zebra,greyscaled/Living_Things/Animals/zebra_25.jpg,25
Living_Things,Birds,barn-owl,greyscaled/Living_Things/Birds/barn-owl_25.jpg,25
Living_Things,Birds,duck,greyscaled/Living_Things/Birds/duck_25.jpg,25
Living_Things,Birds,goldfinch,greyscaled/Living_Things/Birds/goldfinch_25.jpg,25
Living_Things,Birds,goose,greyscaled/Living_Things/Birds/goose_25.jpg,25
Living_Things,Birds,hen,greyscaled/Living_Things/Birds/hen_25.jpg,25
Living_Things,Birds,hummingbird,greyscaled/Living_Things/Birds/hummingbird_25.jpg,25
Living_Things,Birds,kiwi,greyscaled/Living_Things/Birds/kiwi_25.jpg,25
Living_Things,Birds,magpie,greyscaled/Living_Things/Birds/magpie_25.jpg,25
Living_Things,Birds,ostrich,greyscaled/Living_Things/Birds/ostrich_25.jpg,25
Living_Things,Birds,owl,greyscaled/Living_Things/Birds/owl_25.jpg,25
Living_Things,Birds,partridge,greyscaled/Living_Things/Birds/partridge_25.jpg,25
Living_Things,Birds,pelican,greyscaled/Living_Things/Birds/pelican_25.jpg,25
Living_Things,Birds,penguin,greyscaled/Living_Things/Birds/penguin_25.jpg,25
Living_Things,Birds,pigeon,greyscaled/Living_Things/Birds/pigeon_25.jpg,25
Living_Things,Birds,raven,greyscaled/Living_Things/Birds/raven_25.jpg,25
Living_Things,Birds,rooster,greyscaled/Living_Things/Birds/rooster_25.jpg,25
Living_Things,Birds,seagull,greyscaled/Living_Things/Birds/seagull_25.jpg,25
Living_Things,Birds,sparrow,greyscaled/Living_Things/Birds/sparrow_25.jpg,25
Living_Things,Birds,toucan,greyscaled/Living_Things/Birds/toucan_25.jpg,25
Living_Things,Insects,butterfly,greyscaled/Living_Things/Insects/butterfly_25.jpg,25
Living_Things,Insects,dragonfly,greyscaled/Living_Things/Insects/dragonfly_25.jpg,25
Living_Things,Insects,ladybird,greyscaled/Living_Things/Insects/ladybird_25.jpg,25
Living_Things,Insects,scorpion,greyscaled/Living_Things/Insects/scorpion_25.jpg,25
Living_Things,Marine_creatures,crab,greyscaled/Living_Things/Marine_creatures/crab_25.jpg,25
Living_Things,Marine_creatures,dolphin,greyscaled/Living_Things/Marine_creatures/dolphin_25.jpg,25
Living_Things,Marine_creatures,killer-whale,greyscaled/Living_Things/Marine_creatures/killer-whale_25.jpg,25
