category,subtarget,item,image_name,count
Living_Things,Animals,armadillo,greyscaled/Living_Things/Animals/armadillo_24.jpg,24
Living_Things,Animals,cat,greyscaled/Living_Things/Animals/cat_24.jpg,24
Living_Things,Animals,cheetah,greyscaled/Living_Things/Animals/cheetah_24.jpg,24
Living_Things,Animals,cow,greyscaled/Living_Things/Animals/cow_24.jpg,24
Living_Things,Animals,elephant,greyscaled/Living_Things/Animals/elephant_24.jpg,24
Living_Things,Animals,giraffe,greyscaled/Living_Things/Animals/giraffe_24.jpg,24
Living_Things,Animals,hippopotamus,greyscaled/Living_Things/Animals/hippopotamus_24.jpg,24
Living_Things,Animals,horse,greyscaled/Living_Things/Animals/horse_24.jpg,24
Living_Things,Animals,lioness,greyscaled/Living_Things/Animals/lioness_24.jpg,24
Living_Things,Animals,lynx,greyscaled/Living_Things/Animals/lynx_24.jpg,24
Living_Things,Animals,rhino,greyscaled/Living_Things/Animals/rhino_24.jpg,24
Living_Things,Animals,tapir,greyscaled/Living_Things/Animals/tapir_24.jpg,24
Living_Things,Animals,tiger,greyscaled/Living_Things/Animals/tiger_24.jpg,24
Living_Things,Animals,turtle,greyscaled/Living_Things/Animals/turtle_24.jpg,24
Living_Things,Animals,zebra,greyscaled/Living_Things/Animals/zebra_24.jpg,24
Living_Things,Birds,barn-owl,greyscaled/Living_Things/Birds/barn-owl_24.jpg,24
Living_Things,Birds,duck,greyscaled/Living_Things/Birds/duck_24.jpg,24
Living_Things,Birds,goldfinch,greyscaled/Living_Things/Birds/goldfinch_24.jpg,24
Living_Things,Birds,goose,greyscaled/Living_Things/Birds/goose_24.jpg,24
Living_Things,Birds,hen,greyscaled/Living_Things/Birds/hen_24.jpg,24
Living_Things,Birds,hummingbird,greyscaled/Living_Things/Birds/hummingbird_24.jpg,24
Living_Things,Birds,kiwi,greyscaled/Living_Things/Birds/kiwi_24.jpg,24
Living_Things,Birds,magpie,greyscaled/Living_Things/Birds/magpie_24.jpg,24
Living_Things,Birds,ostrich,greyscaled/Living_Things/Birds/ostrich_24.jpg,24
Living_Things,Birds,owl,greyscaled/Living_Things/Birds/owl_24.jpg,24
Living_Things,Birds,partridge,greyscaled/Living_Things/Birds/partridge_24.jpg,24
Living_Things,Birds,pelican,greyscaled/Living_Things/Birds/pelican_24.jpg,24
Living_Things,Birds,penguin,greyscaled/Living_Things/Birds/penguin_24.jpg,24
Living_Things,Birds,pigeon,greyscaled/Living_Things/Birds/pigeon_24.jpg,24
Living_Things,Birds,raven,greyscaled/Living_Things/Birds/raven_24.jpg,24
Living_Things,Birds,rooster,greyscaled/Living_Things/Birds/rooster_24.jpg,24
Living_Things,Birds,seagull,greyscaled/Living_Things/Birds/seagull_24.jpg,24
Living_Things,Birds,sparrow,greyscaled/Living_Things/Birds/sparrow_24.jpg,24
Living_Things,Birds,toucan,greyscaled/Living_Things/Birds/toucan_24.jpg,24
Living_Things,Insects,butterfly,greyscaled/Living_Things/Insects/butterfly_24.jpg,24
Living_Things,Insects,dragonfly,greyscaled/Living_Things/Insects/dragonfly_24.jpg,24
Living_Things,Insects,ladybird,greyscaled/Living_Things/Insects/ladybird_24.jpg,24
Living_Things,Insects,scorpion,greyscaled/Living_Things/Insects/scorpion_24.jpg,24
Living_Things,Marine_creatures,crab,greyscaled/Living_Things/Marine_creatures/crab_24.jpg,24
Living_Things,Marine_creatures,dolphin,greyscaled/Living_Things/Marine_creatures/dolphin_24.jpg,24
Living_Things,Marine_creatures,killer-whale,greyscaled/Living_Things/Marine_creatures/killer-whale_24.jpg,24
Living_Things,Marine_creatures,lobster,greyscaled/Living_Things/Marine_creatures/lobster_24.jpg,24
Living_Things,Marine_creatures,manatee,greyscaled/Living_Things/Marine_creatures/manatee_24.jpg,24
Living_Things,Marine_creatures,narwhal,greyscaled/Living_Things/Marine_creatures/narwhal_24.jpg,24
Living_Things,Marine_creatures,pomfret,greyscaled/Living_Things/Marine_creatures/pomfret_24.jpg,24
Living_Things,Marine_creatures,shark,greyscaled/Living_Things/Marine_creatures/shark_24.jpg,24
Living_Things,Marine_creatures,sperm-whale,greyscaled/Living_Things/Marine_creatures/sperm-whale_24.jpg,24
Living_Things,Marine_creatures,whale,greyscaled/Living_Things/Marine_creatures/whale_24.jpg,24
Nonliving_Things,Buildings,castle,greyscaled/Nonliving_Things/Buildings/castle_24.jpg,24
Nonliving_Things,Buildings,cathedral,greyscaled/Nonliving_Things/Buildings/cathedral_24.jpg,24
Nonliving_Things,Buildings,church,greyscaled/Nonliving_Things/Buildings/church_24.jpg,24
Nonliving_Things,Buildings,factory,greyscaled/Nonliving_Things/Buildings/factory_24.jpg,24
Nonliving_Things,Buildings,granary,greyscaled/Nonliving_Things/Buildings/granary_24.jpg,24
Nonliving_Things,Buildings,house,greyscaled/Nonliving_Things/Buildings/house_24.jpg,24
Nonliving_Things,Buildings,mill,greyscaled/Nonliving_Things/Buildings/mill_24.jpg,24
Nonliving_Things,Buildings,palace,greyscaled/Nonliving_Things/Buildings/palace_24.jpg,24
Nonliving_Things,Furniture,armchair,greyscaled/Nonliving_Things/Furniture/armchair_24.jpg,24
Nonliving_Things,Furniture,bedside-table,greyscaled/Nonliving_Things/Furniture/bedside-table_24.jpg,24
Nonliving_Things,Furniture,bed,greyscaled/Nonliving_Things/Furniture/bed_24.jpg,24
Nonliving_Things,Furniture,bookcase,greyscaled/Nonliving_Things/Furniture/bookcase_24.jpg,24
Nonliving_Things,Furniture,chair,greyscaled/Nonliving_Things/Furniture/chair_24.jpg,24
Nonliving_Things,Furniture,Chest-of-drawers,greyscaled/Nonliving_Things/Furniture/Chest-of-drawers_24.jpg,24
Nonliving_Things,Furniture,couch,greyscaled/Nonliving_Things/Furniture/couch_24.jpg,24
Nonliving_Things,Furniture,filling-cabinet,greyscaled/Nonliving_Things/Furniture/filling-cabinet_24.jpg,24
Nonliving_Things,Furniture,lamp,greyscaled/Nonliving_Things/Furniture/lamp_24.jpg,24
Nonliving_Things,Furniture,lectern,greyscaled/Nonliving_Things/Furniture/lectern_24.jpg,24
Nonliving_Things,Furniture,rocking-chair,greyscaled/Nonliving_Things/Furniture/rocking-chair_24.jpg,24
Nonliving_Things,Furniture,sofa,greyscaled/Nonliving_Things/Furniture/sofa_24.jpg,24
Nonliving_Things,Furniture,table,greyscaled/Nonliving_Things/Furniture/table_24.jpg,24
Nonliving_Things,Furniture,wardrobe,greyscaled/Nonliving_Things/Furniture/wardrobe_24.jpg,24
Nonliving_Things,Kitchen_Uten,coking-pot,greyscaled/Nonliving_Things/Kitchen_Uten/coking-pot_24.jpg,24
Nonliving_Things,Kitchen_Uten,cup,greyscaled/Nonliving_Things/Kitchen_Uten/cup_24.jpg,24
Nonliving_Things,Kitchen_Uten,fondue,greyscaled/Nonliving_Things/Kitchen_Uten/fondue_24.jpg,24
Nonliving_Things,Kitchen_Uten,frying-pan,greyscaled/Nonliving_Things/Kitchen_Uten/frying-pan_24.jpg,24
Nonliving_Things,Kitchen_Uten,pot,greyscaled/Nonliving_Things/Kitchen_Uten/pot_24.jpg,24
Nonliving_Things,Kitchen_Uten,saucepan,greyscaled/Nonliving_Things/Kitchen_Uten/saucepan_24.jpg,24
Nonliving_Things,Kitchen_Uten,small-saucepan,greyscaled/Nonliving_Things/Kitchen_Uten/small-saucepan_24.jpg,24
Nonliving_Things,Kitchen_Uten,teapot,greyscaled/Nonliving_Things/Kitchen_Uten/teapot_24.jpg,24
Nonliving_Things,Musical_Inst,drum,greyscaled/Nonliving_Things/Musical_Inst/drum_24.jpg,24
Nonliving_Things,Musical_Inst,guitar,greyscaled/Nonliving_Things/Musical_Inst/guitar_24.jpg,24
Nonliving_Things,Musical_Inst,piano,greyscaled/Nonliving_Things/Musical_Inst/piano__24.jpg,24
Nonliving_Things,Musical_Inst,saxophone,greyscaled/Nonliving_Things/Musical_Inst/saxophone_24.jpg,24
Nonliving_Things,Musical_Inst,trumpet,greyscaled/Nonliving_Things/Musical_Inst/trumpet_24.jpg,24
Nonliving_Things,Musical_Inst,tuba,greyscaled/Nonliving_Things/Musical_Inst/tuba_24.jpg,24
Nonliving_Things,Musical_Inst,violin,greyscaled/Nonliving_Things/Musical_Inst/violin_24.jpg,24
Nonliving_Things,Tools,axe,greyscaled/Nonliving_Things/Tools/axe_24.jpg,24
Nonliving_Things,Tools,hammer,greyscaled/Nonliving_Things/Tools/hammer_24.jpg,24
Nonliving_Things,Vehicles,boat,greyscaled/Nonliving_Things/Vehicles/boat_24.jpg,24
Nonliving_Things,Vehicles,bus,greyscaled/Nonliving_Things/Vehicles/bus_24.jpg,24
Nonliving_Things,Vehicles,car,greyscaled/Nonliving_Things/Vehicles/car_24.jpg,24
Nonliving_Things,Vehicles,motorbike,greyscaled/Nonliving_Things/Vehicles/motorbike_24.jpg,24
Nonliving_Things,Vehicles,plane,greyscaled/Nonliving_Things/Vehicles/plane_24.jpg,24
Nonliving_Things,Vehicles,ship,greyscaled/Nonliving_Things/Vehicles/ship_24.jpg,24
Nonliving_Things,Vehicles,tractor,greyscaled/Nonliving_Things/Vehicles/tractor_24.jpg,24
Nonliving_Things,Vehicles,train,greyscaled/Nonliving_Things/Vehicles/train_24.jpg,24
Nonliving_Things,Vehicles,van,greyscaled/Nonliving_Things/Vehicles/van_24.jpg,24
