category,image_name,image_number,image_iter,fixation_duration,fixation_blank_duration,delay_duration,resp_choices,delay_in_between,visb_choices,convert,corrAns
Nonliving_Things,processed/nonliving/nonliving-98_5.png,98,5,0.3414400955964948,0.5499775469881765,1.4667996467183864,nV_V,0.7508764279180753,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-98_5.png,98,5,0.48024616622516575,0.6488794357200023,1.4133748376317667,V_nV,0.7598050186967866,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-83_5.png,83,5,0.2786378258497322,0.8218535628813857,1.1461596418235618,V_nV,0.7816108240782882,?,Living_Things-Nonliving_Things,2
Nonliving_Things,processed/nonliving/nonliving-20_5.png,20,5,0.3804308644992315,0.910533042222566,1.6832379735729608,V_nV,0.9361716140389449,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-15_5.png,15,5,0.4628366436430571,0.634520327009015,1.7327852709952891,nV_V,0.8547821103453555,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-16_5.png,16,5,0.4668142502480219,0.7402092656997726,1.2853214699902495,V_nV,0.6961513443947442,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-89_5.png,89,5,0.4671302955860148,0.6380893784878368,1.559223804802981,nV_V,0.765493598763015,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-40_5.png,40,5,0.45335897269621883,0.6280281030629256,1.6454810737302346,nV_V,0.7083733836013633,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-59_5.png,59,5,0.3719340142064098,0.7609483779674242,1.9055886665509272,nV_V,0.8923893503667915,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-50_5.png,50,5,0.48678303884470026,0.8439489175853947,1.4894807085625028,nV_V,0.8999979238313376,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-62_5.png,62,5,0.3175909235322749,0.8375308536380444,1.6979238837923953,nV_V,0.673856653244767,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-35_5.png,35,5,0.45036060237539743,0.9443312770825009,1.4294608239053428,V_nV,0.7971803344598338,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-17_5.png,17,5,0.40204549214908386,0.9324152220337829,1.9697919425962624,nV_V,0.6932432407524471,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-39_5.png,39,5,0.4568787839523759,0.7077648487281792,1.366941498138476,V_nV,0.5157502075719702,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-65_5.png,65,5,0.2995077263491517,0.984556324144169,1.9482933300749532,V_nV,0.5565598749337004,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-91_5.png,91,5,0.4580016347356807,0.7897561543248978,1.3844132914768814,V_nV,0.8719292700532706,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-61_5.png,61,5,0.2636127940918832,0.9888321556865923,1.1394199710648985,nV_V,0.6414582080913249,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-5_5.png,5,5,0.4121385267177893,0.9748955452517281,1.8333266763780323,nV_V,0.6252373353801379,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-58_5.png,58,5,0.3876796193128166,0.974842701464411,1.2186360849993818,V_nV,0.6311224476856934,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-70_5.png,70,5,0.32517248216825606,0.9591556025649256,1.3192506565327151,V_nV,0.7578057378141305,?,Living_Things-Nonliving_Things,2
Nonliving_Things,processed/nonliving/nonliving-18_5.png,18,5,0.4664616304387877,0.7022016886874466,1.9842272873544893,V_nV,0.8020864596237043,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-9_5.png,9,5,0.2940204690395676,0.9649258938417586,1.6407443210112551,V_nV,0.5818879773202745,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-32_5.png,32,5,0.3646227751223905,0.8356661079282455,1.3247136148399123,nV_V,0.8234828998715042,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-97_5.png,97,5,0.4778219765355006,0.9859272254908568,1.260843584432524,nV_V,0.5575533900907579,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-27_5.png,27,5,0.26413256706495947,0.5880493299486804,1.3994825849509298,V_nV,0.6672603600830274,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-43_5.png,43,5,0.33531418205779184,0.5310365536079139,1.0932612009450287,nV_V,0.8249845299957307,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-25_5.png,25,5,0.4339744817729329,0.8135971958539492,1.9368484717906913,V_nV,0.6913401214437482,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-69_5.png,69,5,0.48916458151000747,0.5812921802540085,1.9324283608180064,nV_V,0.9064563968260102,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-86_5.png,86,5,0.4240852332889701,0.5853766116899899,1.8570038590428635,V_nV,0.8014540088517509,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-89_5.png,89,5,0.30009471307950675,0.9218229149835013,1.979173264007824,V_nV,0.6628416766901704,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-14_5.png,14,5,0.3568004425678669,0.7247998135482465,1.1176647657098742,V_nV,0.6630474293023754,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-51_5.png,51,5,0.3178448903718474,0.939794755127615,1.753452044997764,V_nV,0.699541712864854,?,Living_Things-Nonliving_Things,2
Nonliving_Things,processed/nonliving/nonliving-96_5.png,96,5,0.2923535472411982,0.8495931779216257,1.5265553791512556,V_nV,0.7393540044273244,?,Living_Things-Nonliving_Things,2
Nonliving_Things,processed/nonliving/nonliving-77_5.png,77,5,0.28507448140677843,0.578842129675438,1.4181840939894705,V_nV,0.9177833536619722,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-71_5.png,71,5,0.45794203723436033,0.7581838808130981,1.7905089454939713,V_nV,0.6496900575426885,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-1_5.png,1,5,0.3254456702410613,0.960021650288288,1.8565159241806701,nV_V,0.9232465042356253,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-19_5.png,19,5,0.3490113157515995,0.5917043700269619,1.1294462767599374,nV_V,0.805814601374174,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-96_5.png,96,5,0.3263307060940598,0.5966305082229731,1.6590559292041354,nV_V,0.6719214196832513,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-79_5.png,79,5,0.38799537414099566,0.9352333647212612,1.053408841856279,nV_V,0.6889563324420612,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-75_5.png,75,5,0.35128281945158296,0.7068443532854551,1.3950954245239124,nV_V,0.5629930144919917,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-80_5.png,80,5,0.38540816152738516,0.6925721594721015,1.487326126595172,nV_V,0.5380734991723719,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-10_5.png,10,5,0.32673461709545826,0.9993812886501431,1.7022934933263116,V_nV,0.6564047309198318,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-10_5.png,10,5,0.4879513968486703,0.5743475590182405,1.5355656613329645,V_nV,0.6815632078458069,?,Living_Things-Nonliving_Things,2
Nonliving_Things,processed/nonliving/nonliving-78_5.png,78,5,0.3218737264643592,0.8993870171691389,1.7353004528395815,nV_V,0.528390059310814,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-97_5.png,97,5,0.2999620405041217,0.5262135760444684,1.7487303962079292,V_nV,0.748449804635879,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-76_5.png,76,5,0.4791033205949759,0.9385485930439521,1.3301374809013549,V_nV,0.8773371815857285,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-88_5.png,88,5,0.3536208186085855,0.9509775894901709,1.0311472178960637,nV_V,0.7418742077891862,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-12_5.png,12,5,0.32285653884205456,0.5903621629223301,1.0812748624763528,nV_V,0.5389667706156365,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-100_5.png,100,5,0.3553924142549386,0.9761635757907753,1.3633532264838275,V_nV,0.734169267524047,?,Living_Things-Nonliving_Things,2
Nonliving_Things,processed/nonliving/nonliving-45_5.png,45,5,0.34424709011692833,0.5305875807963127,1.5938203564668254,nV_V,0.9318785384025347,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/nonliving/nonliving-11_5.png,11,5,0.26155641060649265,0.9189777018182919,1.160271904654635,nV_V,0.9922245054041012,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/nonliving/nonliving-91_5.png,91,5,0.2948665476458633,0.786029572999159,1.9759173084384223,nV_V,0.5797483063743951,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-41_5.png,41,5,0.38706481922712055,0.8805259058109156,1.6227576894560753,V_nV,0.9737996259650461,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-72_5.png,72,5,0.4618398240053541,0.7523856259374743,1.9748066187795001,V_nV,0.8636775665138561,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-52_5.png,52,5,0.3731592447548402,0.5163736221880765,1.9439493014216822,V_nV,0.5944557786500566,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-81_5.png,81,5,0.49238075477987675,0.9458350513731284,1.8186895284585742,nV_V,0.9494186876579866,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-68_5.png,68,5,0.38741466924359297,0.8029666498777581,1.3464112295283963,nV_V,0.7968639400078882,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-39_5.png,39,5,0.28236150576467567,0.6969086009706533,1.8779353682559132,V_nV,0.6500406308585577,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-42_5.png,42,5,0.28857918784524506,0.5760260721141761,1.634197478487832,V_nV,0.7784824484773419,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-100_5.png,100,5,0.3036525397133968,0.621043326313208,1.4016336959071414,V_nV,0.9948562570837107,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-95_5.png,95,5,0.2652608768964181,0.5641622735504653,1.9116262752208952,nV_V,0.6853345866663685,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/nonliving/nonliving-37_5.png,37,5,0.4713373238949817,0.7313570794512251,1.5782478426927304,V_nV,0.878545042917031,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-90_5.png,90,5,0.3332516442552765,0.8929181775977361,1.0849789183038312,nV_V,0.5617713629159473,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-90_5.png,90,5,0.3739630643651747,0.8057378473760203,1.7203074806726921,nV_V,0.9544599309783326,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/nonliving/nonliving-40_5.png,40,5,0.3500387507844564,0.5074965250934852,1.4603403422285122,nV_V,0.5557534329659899,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/nonliving/nonliving-26_5.png,26,5,0.3204135373958419,0.6541126160316093,1.1365592587531468,nV_V,0.9626255826048181,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/nonliving/nonliving-74_5.png,74,5,0.3046191245431976,0.6735428803789222,1.8932678603347226,V_nV,0.9701547673039657,?,Living_Things-Nonliving_Things,2
Nonliving_Things,processed/nonliving/nonliving-92_5.png,92,5,0.4313832297793662,0.5983399574876791,1.338913092409906,V_nV,0.9397942647100165,?,Living_Things-Nonliving_Things,2
Nonliving_Things,processed/nonliving/nonliving-15_5.png,15,5,0.4954099862034747,0.6787742293133678,1.5044418299048177,nV_V,0.8524631553601,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-19_5.png,19,5,0.2853194002672137,0.8181934464469605,1.2732723994983637,nV_V,0.8461388293853049,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-94_5.png,94,5,0.2536345058854536,0.6036081138664071,1.9332483450241207,V_nV,0.6755244111256324,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-74_5.png,74,5,0.4315231420331468,0.7572393746110931,1.109111194912943,V_nV,0.5974314763661681,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-28_5.png,28,5,0.31602613783678535,0.8800755544891207,1.837216297315396,V_nV,0.6877120289997578,?,Living_Things-Nonliving_Things,2
Nonliving_Things,processed/nonliving/nonliving-61_5.png,61,5,0.3676574597975957,0.8604507716873215,1.823168094562985,nV_V,0.6495586722939686,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/nonliving/nonliving-72_5.png,72,5,0.4270033669888589,0.9402637603552689,1.3815252296699878,nV_V,0.9210414766159103,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-33_5.png,33,5,0.32836428477769175,0.5128026370218837,1.4389715798823022,V_nV,0.7814657424125043,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-2_5.png,2,5,0.29388276698947724,0.9060865362108212,1.0510349375626569,V_nV,0.8822106337547169,?,Living_Things-Nonliving_Things,2
Nonliving_Things,processed/nonliving/nonliving-9_5.png,9,5,0.2983312015153887,0.6617870604978929,1.8685899172279314,nV_V,0.5715328870117676,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/nonliving/nonliving-30_5.png,30,5,0.4906597265550202,0.5726648515017869,1.837633764337935,nV_V,0.9640516825474588,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-44_5.png,44,5,0.29996615495962,0.5622318105171329,1.823605855449793,V_nV,0.8068870802245187,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-29_5.png,29,5,0.3431070943658204,0.547604452361484,1.6744852268194452,V_nV,0.5715501439194697,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-87_5.png,87,5,0.4669089161366565,0.8589158265733332,1.122105543248778,nV_V,0.9707777450643504,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-67_5.png,67,5,0.28386205364084843,0.805454823674014,1.0755776379677937,nV_V,0.8601380266615176,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-7_5.png,7,5,0.3102755900958085,0.5761891978560205,1.5407081052188711,V_nV,0.9711691325218156,?,Living_Things-Nonliving_Things,2
