category,subtarget,item,image_name,count
Living_Things,Marine_creatures,sperm-whale,greyscaled\Living_Things\Marine_creatures\sperm-whale_3.jpg,3
Living_Things,Marine_creatures,killer-whale,greyscaled\Living_Things\Marine_creatures\killer-whale_3.jpg,3
Living_Things,Birds,partridge,greyscaled\Living_Things\Birds\partridge_3.jpg,3
Nonliving_Things,Buildings,granary,greyscaled\Nonliving_Things\Buildings\granary_3.jpg,3
Living_Things,Marine_creatures,dolphin,greyscaled\Living_Things\Marine_creatures\dolphin_3.jpg,3
Nonliving_Things,Furniture,sofa,greyscaled\Nonliving_Things\Furniture\sofa_3.jpg,3
Living_Things,Animals,turtle,greyscaled\Living_Things\Animals\turtle_3.jpg,3
Living_Things,Birds,toucan,greyscaled\Living_Things\Birds\toucan_3.jpg,3
Nonliving_Things,Furniture,filling-cabinet,greyscaled\Nonliving_Things\Furniture\filling-cabinet_3.jpg,3
Nonliving_Things,Furniture,bed,greyscaled\Nonliving_Things\Furniture\bed_3.jpg,3
Living_Things,Insects,scorpion,greyscaled\Living_Things\Insects\scorpion_3.jpg,3
Living_Things,Animals,elephant,greyscaled\Living_Things\Animals\elephant_3.jpg,3
Living_Things,Animals,lynx,greyscaled\Living_Things\Animals\lynx_3.jpg,3
Nonliving_Things,Buildings,church,greyscaled\Nonliving_Things\Buildings\church_3.jpg,3
Living_Things,Birds,hummingbird,greyscaled\Living_Things\Birds\hummingbird_3.jpg,3
Nonliving_Things,Kitchen_Uten,saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\saucepan_3.jpg,3
Nonliving_Things,Furniture,couch,greyscaled\Nonliving_Things\Furniture\couch_3.jpg,3
Nonliving_Things,Buildings,cathedral,greyscaled\Nonliving_Things\Buildings\cathedral_3.jpg,3
Nonliving_Things,Vehicles,car,greyscaled\Nonliving_Things\Vehicles\car_3.jpg,3
Nonliving_Things,Tools,axe,greyscaled\Nonliving_Things\Tools\axe_3.jpg,3
Nonliving_Things,Kitchen_Uten,fondue,greyscaled\Nonliving_Things\Kitchen_Uten\fondue_3.jpg,3
Living_Things,Marine_creatures,whale,greyscaled\Living_Things\Marine_creatures\whale_3.jpg,3
Nonliving_Things,Buildings,castle,greyscaled\Nonliving_Things\Buildings\castle_3.jpg,3
Nonliving_Things,Kitchen_Uten,cup,greyscaled\Nonliving_Things\Kitchen_Uten\cup_3.jpg,3
Living_Things,Animals,cheetah,greyscaled\Living_Things\Animals\cheetah_3.jpg,3
Living_Things,Animals,hippopotamus,greyscaled\Living_Things\Animals\hippopotamus_3.jpg,3
Living_Things,Birds,pigeon,greyscaled\Living_Things\Birds\pigeon_3.jpg,3
Nonliving_Things,Kitchen_Uten,small-saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\small-saucepan_3.jpg,3
Living_Things,Insects,dragonfly,greyscaled\Living_Things\Insects\dragonfly_3.jpg,3
Nonliving_Things,Furniture,wardrobe,greyscaled\Nonliving_Things\Furniture\wardrobe_3.jpg,3
Living_Things,Birds,rooster,greyscaled\Living_Things\Birds\rooster_3.jpg,3
