category,image_name,image_number,image_iter
Nonliving_Things,processed/house/house-46_13.png,46,13
Nonliving_Things,processed/house/house-31_13.png,31,13
Living_Things,processed/face/face-91_13.png,91,13
Living_Things,processed/face/face-23_13.png,23,13
Nonliving_Things,processed/house/house-19_13.png,19,13
Nonliving_Things,processed/house/house-34_13.png,34,13
Nonliving_Things,processed/house/house-16_13.png,16,13
Nonliving_Things,processed/house/house-98_13.png,98,13
Living_Things,processed/face/face-19_13.png,19,13
Living_Things,processed/face/face-60_13.png,60,13
Living_Things,processed/face/face-73_13.png,73,13
Nonliving_Things,processed/house/house-24_13.png,24,13
Living_Things,processed/face/face-74_13.png,74,13
Nonliving_Things,processed/house/house-67_13.png,67,13
Nonliving_Things,processed/house/house-58_13.png,58,13
Nonliving_Things,processed/house/house-82_13.png,82,13
Living_Things,processed/face/face-55_13.png,55,13
Nonliving_Things,processed/house/house-13_13.png,13,13
Nonliving_Things,processed/house/house-86_13.png,86,13
Nonliving_Things,processed/house/house-64_13.png,64,13
Nonliving_Things,processed/house/house-33_13.png,33,13
Living_Things,processed/face/face-68_13.png,68,13
Nonliving_Things,processed/house/house-88_13.png,88,13
Nonliving_Things,processed/house/house-94_13.png,94,13
Nonliving_Things,processed/house/house-8_13.png,8,13
Nonliving_Things,processed/house/house-28_13.png,28,13
Nonliving_Things,processed/house/house-9_13.png,9,13
Nonliving_Things,processed/house/house-92_13.png,92,13
Living_Things,processed/face/face-25_13.png,25,13
Nonliving_Things,processed/house/house-37_13.png,37,13
Living_Things,processed/face/face-30_13.png,30,13
Living_Things,processed/face/face-37_13.png,37,13
Living_Things,processed/face/face-51_13.png,51,13
Nonliving_Things,processed/house/house-55_13.png,55,13
Nonliving_Things,processed/house/house-61_13.png,61,13
Nonliving_Things,processed/house/house-17_13.png,17,13
Nonliving_Things,processed/house/house-70_13.png,70,13
Nonliving_Things,processed/house/house-11_13.png,11,13
Living_Things,processed/face/face-83_13.png,83,13
Nonliving_Things,processed/house/house-78_13.png,78,13
Nonliving_Things,processed/house/house-4_13.png,4,13
Nonliving_Things,processed/house/house-48_13.png,48,13
Living_Things,processed/face/face-64_13.png,64,13
Nonliving_Things,processed/house/house-36_13.png,36,13
Nonliving_Things,processed/house/house-29_13.png,29,13
Nonliving_Things,processed/house/house-74_13.png,74,13
Living_Things,processed/face/face-31_13.png,31,13
Nonliving_Things,processed/house/house-23_13.png,23,13
Nonliving_Things,processed/house/house-42_13.png,42,13
Living_Things,processed/face/face-46_13.png,46,13
Living_Things,processed/face/face-72_13.png,72,13
Living_Things,processed/face/face-98_13.png,98,13
Nonliving_Things,processed/house/house-84_13.png,84,13
Nonliving_Things,processed/house/house-20_13.png,20,13
Living_Things,processed/face/face-80_13.png,80,13
Nonliving_Things,processed/house/house-43_13.png,43,13
Living_Things,processed/face/face-50_13.png,50,13
Living_Things,processed/face/face-90_13.png,90,13
Living_Things,processed/face/face-49_13.png,49,13
Living_Things,processed/face/face-66_13.png,66,13
Living_Things,processed/face/face-20_13.png,20,13
Living_Things,processed/face/face-5_13.png,5,13
Nonliving_Things,processed/house/house-77_13.png,77,13
Living_Things,processed/face/face-96_13.png,96,13
Living_Things,processed/face/face-81_13.png,81,13
Living_Things,processed/face/face-11_13.png,11,13
Living_Things,processed/face/face-62_13.png,62,13
Living_Things,processed/face/face-94_13.png,94,13
Nonliving_Things,processed/house/house-45_13.png,45,13
Nonliving_Things,processed/house/house-39_13.png,39,13
Nonliving_Things,processed/house/house-35_13.png,35,13
Living_Things,processed/face/face-6_13.png,6,13
Nonliving_Things,processed/house/house-1_13.png,1,13
Nonliving_Things,processed/house/house-53_13.png,53,13
Living_Things,processed/face/face-15_13.png,15,13
Nonliving_Things,processed/house/house-21_13.png,21,13
Nonliving_Things,processed/house/house-87_13.png,87,13
Nonliving_Things,processed/house/house-76_13.png,76,13
Living_Things,processed/face/face-36_13.png,36,13
Nonliving_Things,processed/house/house-25_13.png,25,13
Living_Things,processed/face/face-100_13.png,100,13
Nonliving_Things,processed/house/house-27_13.png,27,13
Nonliving_Things,processed/house/house-52_13.png,52,13
Living_Things,processed/face/face-4_13.png,4,13
Living_Things,processed/face/face-77_13.png,77,13
Nonliving_Things,processed/house/house-73_13.png,73,13
Living_Things,processed/face/face-18_13.png,18,13
Living_Things,processed/face/face-82_13.png,82,13
Nonliving_Things,processed/house/house-18_13.png,18,13
Living_Things,processed/face/face-61_13.png,61,13
Living_Things,processed/face/face-38_13.png,38,13
Nonliving_Things,processed/house/house-97_13.png,97,13
Living_Things,processed/face/face-29_13.png,29,13
Nonliving_Things,processed/house/house-41_13.png,41,13
Living_Things,processed/face/face-16_13.png,16,13
Living_Things,processed/face/face-59_13.png,59,13
Living_Things,processed/face/face-24_13.png,24,13
Living_Things,processed/face/face-84_13.png,84,13
Living_Things,processed/face/face-10_13.png,10,13
Nonliving_Things,processed/house/house-44_13.png,44,13
