category,image_name,image_number,image_iter
Nonliving_Things,processed/house/house-25_7.png,25,7
Living_Things,processed/face/face-16_7.png,16,7
Nonliving_Things,processed/house/house-1_7.png,1,7
Nonliving_Things,processed/house/house-35_7.png,35,7
Living_Things,processed/face/face-34_7.png,34,7
Living_Things,processed/face/face-93_7.png,93,7
Nonliving_Things,processed/house/house-96_7.png,96,7
Living_Things,processed/face/face-62_7.png,62,7
Nonliving_Things,processed/house/house-6_7.png,6,7
Living_Things,processed/face/face-66_7.png,66,7
Living_Things,processed/face/face-64_7.png,64,7
Living_Things,processed/face/face-29_7.png,29,7
Nonliving_Things,processed/house/house-66_7.png,66,7
Living_Things,processed/face/face-99_7.png,99,7
Nonliving_Things,processed/house/house-34_7.png,34,7
Living_Things,processed/face/face-37_7.png,37,7
Living_Things,processed/face/face-44_7.png,44,7
Nonliving_Things,processed/house/house-37_7.png,37,7
Living_Things,processed/face/face-80_7.png,80,7
Nonliving_Things,processed/house/house-46_7.png,46,7
Nonliving_Things,processed/house/house-48_7.png,48,7
Living_Things,processed/face/face-40_7.png,40,7
Living_Things,processed/face/face-98_7.png,98,7
Nonliving_Things,processed/house/house-93_7.png,93,7
Living_Things,processed/face/face-61_7.png,61,7
Nonliving_Things,processed/house/house-2_7.png,2,7
Living_Things,processed/face/face-81_7.png,81,7
Nonliving_Things,processed/house/house-21_7.png,21,7
Living_Things,processed/face/face-25_7.png,25,7
Living_Things,processed/face/face-26_7.png,26,7
Living_Things,processed/face/face-52_7.png,52,7
Nonliving_Things,processed/house/house-24_7.png,24,7
Nonliving_Things,processed/house/house-4_7.png,4,7
Nonliving_Things,processed/house/house-38_7.png,38,7
Living_Things,processed/face/face-13_7.png,13,7
Living_Things,processed/face/face-20_7.png,20,7
Nonliving_Things,processed/house/house-9_7.png,9,7
Living_Things,processed/face/face-69_7.png,69,7
Living_Things,processed/face/face-74_7.png,74,7
Living_Things,processed/face/face-7_7.png,7,7
Nonliving_Things,processed/house/house-20_7.png,20,7
Living_Things,processed/face/face-67_7.png,67,7
Nonliving_Things,processed/house/house-42_7.png,42,7
Nonliving_Things,processed/house/house-81_7.png,81,7
Living_Things,processed/face/face-75_7.png,75,7
Nonliving_Things,processed/house/house-71_7.png,71,7
Living_Things,processed/face/face-65_7.png,65,7
Living_Things,processed/face/face-42_7.png,42,7
Nonliving_Things,processed/house/house-41_7.png,41,7
Nonliving_Things,processed/house/house-13_7.png,13,7
Nonliving_Things,processed/house/house-30_7.png,30,7
Nonliving_Things,processed/house/house-74_7.png,74,7
Living_Things,processed/face/face-30_7.png,30,7
Living_Things,processed/face/face-38_7.png,38,7
Nonliving_Things,processed/house/house-82_7.png,82,7
Living_Things,processed/face/face-3_7.png,3,7
Living_Things,processed/face/face-14_7.png,14,7
Nonliving_Things,processed/house/house-7_7.png,7,7
Living_Things,processed/face/face-71_7.png,71,7
Living_Things,processed/face/face-47_7.png,47,7
Nonliving_Things,processed/house/house-39_7.png,39,7
Nonliving_Things,processed/house/house-51_7.png,51,7
Living_Things,processed/face/face-48_7.png,48,7
Nonliving_Things,processed/house/house-79_7.png,79,7
Nonliving_Things,processed/house/house-97_7.png,97,7
Nonliving_Things,processed/house/house-98_7.png,98,7
Nonliving_Things,processed/house/house-89_7.png,89,7
Nonliving_Things,processed/house/house-27_7.png,27,7
Nonliving_Things,processed/house/house-78_7.png,78,7
Living_Things,processed/face/face-82_7.png,82,7
Living_Things,processed/face/face-17_7.png,17,7
Living_Things,processed/face/face-94_7.png,94,7
Nonliving_Things,processed/house/house-75_7.png,75,7
Nonliving_Things,processed/house/house-76_7.png,76,7
Nonliving_Things,processed/house/house-40_7.png,40,7
Living_Things,processed/face/face-2_7.png,2,7
Nonliving_Things,processed/house/house-12_7.png,12,7
Nonliving_Things,processed/house/house-100_7.png,100,7
Nonliving_Things,processed/house/house-61_7.png,61,7
Living_Things,processed/face/face-49_7.png,49,7
Living_Things,processed/face/face-4_7.png,4,7
Living_Things,processed/face/face-55_7.png,55,7
Living_Things,processed/face/face-54_7.png,54,7
Nonliving_Things,processed/house/house-80_7.png,80,7
Nonliving_Things,processed/house/house-69_7.png,69,7
Living_Things,processed/face/face-35_7.png,35,7
Nonliving_Things,processed/house/house-55_7.png,55,7
Living_Things,processed/face/face-95_7.png,95,7
Nonliving_Things,processed/house/house-32_7.png,32,7
Nonliving_Things,processed/house/house-62_7.png,62,7
Living_Things,processed/face/face-36_7.png,36,7
Nonliving_Things,processed/house/house-45_7.png,45,7
Nonliving_Things,processed/house/house-56_7.png,56,7
Nonliving_Things,processed/house/house-18_7.png,18,7
Living_Things,processed/face/face-23_7.png,23,7
Living_Things,processed/face/face-97_7.png,97,7
Living_Things,processed/face/face-77_7.png,77,7
Living_Things,processed/face/face-33_7.png,33,7
Living_Things,processed/face/face-59_7.png,59,7
Nonliving_Things,processed/house/house-52_7.png,52,7
