category,image_name,image_number,image_iter
Nonliving_Things,processed/house/house-51_4.png,51,4
Living_Things,processed/face/face-27_4.png,27,4
Nonliving_Things,processed/house/house-57_4.png,57,4
Nonliving_Things,processed/house/house-26_4.png,26,4
Living_Things,processed/face/face-73_4.png,73,4
Living_Things,processed/face/face-78_4.png,78,4
Nonliving_Things,processed/house/house-76_4.png,76,4
Living_Things,processed/face/face-74_4.png,74,4
Nonliving_Things,processed/house/house-20_4.png,20,4
Living_Things,processed/face/face-77_4.png,77,4
Living_Things,processed/face/face-7_4.png,7,4
Living_Things,processed/face/face-38_4.png,38,4
Nonliving_Things,processed/house/house-9_4.png,9,4
Living_Things,processed/face/face-63_4.png,63,4
Nonliving_Things,processed/house/house-48_4.png,48,4
Living_Things,processed/face/face-15_4.png,15,4
Living_Things,processed/face/face-100_4.png,100,4
Nonliving_Things,processed/house/house-83_4.png,83,4
Living_Things,processed/face/face-93_4.png,93,4
Nonliving_Things,processed/house/house-47_4.png,47,4
Nonliving_Things,processed/house/house-41_4.png,41,4
Living_Things,processed/face/face-11_4.png,11,4
Living_Things,processed/face/face-33_4.png,33,4
Nonliving_Things,processed/house/house-46_4.png,46,4
Living_Things,processed/face/face-53_4.png,53,4
Nonliving_Things,processed/house/house-72_4.png,72,4
Living_Things,processed/face/face-66_4.png,66,4
Nonliving_Things,processed/house/house-37_4.png,37,4
Living_Things,processed/face/face-91_4.png,91,4
Living_Things,processed/face/face-83_4.png,83,4
Living_Things,processed/face/face-49_4.png,49,4
Nonliving_Things,processed/house/house-38_4.png,38,4
Nonliving_Things,processed/house/house-55_4.png,55,4
Nonliving_Things,processed/house/house-4_4.png,4,4
Living_Things,processed/face/face-96_4.png,96,4
Living_Things,processed/face/face-89_4.png,89,4
Nonliving_Things,processed/house/house-12_4.png,12,4
Living_Things,processed/face/face-97_4.png,97,4
Living_Things,processed/face/face-47_4.png,47,4
Living_Things,processed/face/face-56_4.png,56,4
Nonliving_Things,processed/house/house-89_4.png,89,4
Living_Things,processed/face/face-65_4.png,65,4
Nonliving_Things,processed/house/house-29_4.png,29,4
Nonliving_Things,processed/house/house-59_4.png,59,4
Living_Things,processed/face/face-23_4.png,23,4
Nonliving_Things,processed/house/house-71_4.png,71,4
Living_Things,processed/face/face-85_4.png,85,4
Living_Things,processed/face/face-42_4.png,42,4
Nonliving_Things,processed/house/house-79_4.png,79,4
Nonliving_Things,processed/house/house-18_4.png,18,4
Nonliving_Things,processed/house/house-43_4.png,43,4
Nonliving_Things,processed/house/house-78_4.png,78,4
Living_Things,processed/face/face-72_4.png,72,4
Living_Things,processed/face/face-44_4.png,44,4
Nonliving_Things,processed/house/house-5_4.png,5,4
Living_Things,processed/face/face-92_4.png,92,4
Living_Things,processed/face/face-52_4.png,52,4
Nonliving_Things,processed/house/house-63_4.png,63,4
Living_Things,processed/face/face-61_4.png,61,4
Living_Things,processed/face/face-16_4.png,16,4
Nonliving_Things,processed/house/house-15_4.png,15,4
Nonliving_Things,processed/house/house-85_4.png,85,4
Living_Things,processed/face/face-50_4.png,50,4
Nonliving_Things,processed/house/house-30_4.png,30,4
Nonliving_Things,processed/house/house-49_4.png,49,4
Nonliving_Things,processed/house/house-16_4.png,16,4
Nonliving_Things,processed/house/house-92_4.png,92,4
Nonliving_Things,processed/house/house-81_4.png,81,4
Nonliving_Things,processed/house/house-91_4.png,91,4
Living_Things,processed/face/face-70_4.png,70,4
Living_Things,processed/face/face-29_4.png,29,4
Living_Things,processed/face/face-31_4.png,31,4
Nonliving_Things,processed/house/house-60_4.png,60,4
Nonliving_Things,processed/house/house-39_4.png,39,4
Nonliving_Things,processed/house/house-95_4.png,95,4
Living_Things,processed/face/face-40_4.png,40,4
Nonliving_Things,processed/house/house-8_4.png,8,4
Nonliving_Things,processed/house/house-82_4.png,82,4
Nonliving_Things,processed/house/house-36_4.png,36,4
Living_Things,processed/face/face-1_4.png,1,4
Living_Things,processed/face/face-82_4.png,82,4
Living_Things,processed/face/face-13_4.png,13,4
Living_Things,processed/face/face-79_4.png,79,4
Nonliving_Things,processed/house/house-53_4.png,53,4
Nonliving_Things,processed/house/house-31_4.png,31,4
Living_Things,processed/face/face-60_4.png,60,4
Nonliving_Things,processed/house/house-2_4.png,2,4
Living_Things,processed/face/face-57_4.png,57,4
Nonliving_Things,processed/house/house-42_4.png,42,4
Nonliving_Things,processed/house/house-23_4.png,23,4
Living_Things,processed/face/face-35_4.png,35,4
Nonliving_Things,processed/house/house-61_4.png,61,4
Nonliving_Things,processed/house/house-1_4.png,1,4
Nonliving_Things,processed/house/house-28_4.png,28,4
Living_Things,processed/face/face-10_4.png,10,4
Living_Things,processed/face/face-25_4.png,25,4
Living_Things,processed/face/face-22_4.png,22,4
Living_Things,processed/face/face-88_4.png,88,4
Living_Things,processed/face/face-81_4.png,81,4
Nonliving_Things,processed/house/house-33_4.png,33,4
