category,image_name,count
Living_Things,processed\face\male_18_14.png,14
Nonliving_Things,processed\house\House5_14.png,14
Nonliving_Things,processed\house\House38_14.png,14
Nonliving_Things,processed\house\House42_14.png,14
Living_Things,processed\face\male_24_14.png,14
Living_Things,processed\face\male_92_14.png,14
Living_Things,processed\face\male_21_14.png,14
Living_Things,processed\face\male_10_14.png,14
Living_Things,processed\face\female_40_14.png,14
Living_Things,processed\face\male_23_14.png,14
Nonliving_Things,processed\house\House48_14.png,14
Living_Things,processed\face\female_45_14.png,14
Nonliving_Things,processed\house\House96_14.png,14
Nonliving_Things,processed\house\House61_14.png,14
Living_Things,processed\face\male_57_14.png,14
Nonliving_Things,processed\house\House80_14.png,14
Nonliving_Things,processed\house\House99_14.png,14
Nonliving_Things,processed\house\House85_14.png,14
Living_Things,processed\face\female_28_14.png,14
Nonliving_Things,processed\house\House76_14.png,14
Living_Things,processed\face\female_39_14.png,14
Nonliving_Things,processed\house\3257831_House58_14.png,14
Nonliving_Things,processed\house\House11_14.png,14
Nonliving_Things,processed\house\House43_14.png,14
Nonliving_Things,processed\house\House41_14.png,14
Nonliving_Things,processed\house\House47_14.png,14
Nonliving_Things,processed\house\House90_14.png,14
Nonliving_Things,processed\house\House59_14.png,14
Nonliving_Things,processed\house\House57_14.png,14
Nonliving_Things,processed\house\House26_14.png,14
Living_Things,processed\face\female_55_14.png,14
Nonliving_Things,processed\house\House30_14.png,14
Nonliving_Things,processed\house\House51_14.png,14
Nonliving_Things,processed\house\House92_14.png,14
Nonliving_Things,processed\house\House77_14.png,14
Nonliving_Things,processed\house\House33_14.png,14
Living_Things,processed\face\male_32_14.png,14
Nonliving_Things,processed\house\House35_14.png,14
Nonliving_Things,processed\house\House73_14.png,14
Nonliving_Things,processed\house\3257813_House74_14.png,14
Living_Things,processed\face\male_53_14.png,14
Nonliving_Things,processed\house\House56_14.png,14
Nonliving_Things,processed\house\House95_14.png,14
Living_Things,processed\face\female_63_14.png,14
Nonliving_Things,processed\house\House100_14.png,14
Living_Things,processed\face\female_8_14.png,14
Living_Things,processed\face\female_78_14.png,14
Living_Things,processed\face\male_63_14.png,14
Living_Things,processed\face\male_4_14.png,14
Nonliving_Things,processed\house\House97_14.png,14
Nonliving_Things,processed\house\House84_14.png,14
Nonliving_Things,processed\house\House82_14.png,14
Nonliving_Things,processed\house\House24_14.png,14
Living_Things,processed\face\male_8_14.png,14
Nonliving_Things,processed\house\House98_14.png,14
Living_Things,processed\face\female_85_14.png,14
Living_Things,processed\face\female_44_14.png,14
Nonliving_Things,processed\house\House31_14.png,14
Living_Things,processed\face\male_74_14.png,14
Living_Things,processed\face\male_96_14.png,14
Living_Things,processed\face\female_52_14.png,14
Living_Things,processed\face\male_17_14.png,14
Living_Things,processed\face\male_43_14.png,14
Living_Things,processed\face\female_66_14.png,14
Nonliving_Things,processed\house\House39_14.png,14
Living_Things,processed\face\female_92_14.png,14
Living_Things,processed\face\female_14_14.png,14
Living_Things,processed\face\male_90_14.png,14
Nonliving_Things,processed\house\House29_14.png,14
Nonliving_Things,processed\house\House72_14.png,14
Living_Things,processed\face\male_83_14.png,14
Living_Things,processed\face\female_32_14.png,14
Living_Things,processed\face\male_65_14.png,14
Nonliving_Things,processed\house\House21_14.png,14
Living_Things,processed\face\female_77_14.png,14
Living_Things,processed\face\female_17_14.png,14
Nonliving_Things,processed\house\House6_14.png,14
Living_Things,processed\face\female_56_14.png,14
Nonliving_Things,processed\house\House66_14.png,14
Nonliving_Things,processed\house\House86_14.png,14
Living_Things,processed\face\female_36_14.png,14
Living_Things,processed\face\male_91_14.png,14
Nonliving_Things,processed\house\House50_14.png,14
Living_Things,processed\face\female_25_14.png,14
Nonliving_Things,processed\house\House83_14.png,14
Nonliving_Things,processed\house\House20_14.png,14
Nonliving_Things,processed\house\House14_14.png,14
Living_Things,processed\face\female_53_14.png,14
Nonliving_Things,processed\house\House37_14.png,14
Nonliving_Things,processed\house\House88_14.png,14
Living_Things,processed\face\female_27_14.png,14
Nonliving_Things,processed\house\House16_14.png,14
Living_Things,processed\face\male_29_14.png,14
Nonliving_Things,processed\house\3257879_House74_14.png,14
Nonliving_Things,processed\house\House75_14.png,14
Nonliving_Things,processed\house\House65_14.png,14
Nonliving_Things,processed\house\House15_14.png,14
Living_Things,processed\face\female_42_14.png,14
Living_Things,processed\face\female_88_14.png,14
Living_Things,processed\face\male_51_14.png,14
Living_Things,processed\face\male_54_14.png,14
Living_Things,processed\face\male_73_14.png,14
Nonliving_Things,processed\house\House17_14.png,14
Nonliving_Things,processed\house\House49_14.png,14
Living_Things,processed\face\male_94_14.png,14
Living_Things,processed\face\male_3_14.png,14
Living_Things,processed\face\female_47_14.png,14
Living_Things,processed\face\male_75_14.png,14
Nonliving_Things,processed\house\House3_14.png,14
Nonliving_Things,processed\house\House25_14.png,14
Nonliving_Things,processed\house\House55_14.png,14
Living_Things,processed\face\female_71_14.png,14
Nonliving_Things,processed\house\House53_14.png,14
Living_Things,processed\face\female_95_14.png,14
Living_Things,processed\face\male_42_14.png,14
Living_Things,processed\face\female_20_14.png,14
Nonliving_Things,processed\house\House70_14.png,14
Living_Things,processed\face\female_16_14.png,14
Living_Things,processed\face\female_61_14.png,14
Living_Things,processed\face\male_98_14.png,14
Living_Things,processed\face\female_5_14.png,14
Nonliving_Things,processed\house\House79_14.png,14
Living_Things,processed\face\female_54_14.png,14
Living_Things,processed\face\female_34_14.png,14
Living_Things,processed\face\male_26_14.png,14
Living_Things,processed\face\female_87_14.png,14
Living_Things,processed\face\male_88_14.png,14
Living_Things,processed\face\female_100_14.png,14
Nonliving_Things,processed\house\House27_14.png,14
Living_Things,processed\face\male_35_14.png,14
Nonliving_Things,processed\house\House62_14.png,14
Nonliving_Things,processed\house\House7_14.png,14
Nonliving_Things,processed\house\House78_14.png,14
Living_Things,processed\face\male_27_14.png,14
Living_Things,processed\face\female_89_14.png,14
Living_Things,processed\face\male_70_14.png,14
Living_Things,processed\face\female_80_14.png,14
Living_Things,processed\face\male_33_14.png,14
Nonliving_Things,processed\house\House4_14.png,14
Living_Things,processed\face\female_50_14.png,14
Living_Things,processed\face\male_61_14.png,14
Living_Things,processed\face\male_58_14.png,14
Nonliving_Things,processed\house\House52_14.png,14
Living_Things,processed\face\male_82_14.png,14
Living_Things,processed\face\female_73_14.png,14
Living_Things,processed\face\male_66_14.png,14
Nonliving_Things,processed\house\House64_14.png,14
Living_Things,processed\face\female_31_14.png,14
Living_Things,processed\face\male_72_14.png,14
Nonliving_Things,processed\house\House8_14.png,14
Nonliving_Things,processed\house\House54_14.png,14
Nonliving_Things,processed\house\House13_14.png,14
Living_Things,processed\face\female_1_14.png,14
Living_Things,processed\face\male_56_14.png,14
Nonliving_Things,processed\house\House63_14.png,14
Living_Things,processed\face\male_1_14.png,14
Nonliving_Things,processed\house\House94_14.png,14
Nonliving_Things,processed\house\House68_14.png,14
Nonliving_Things,processed\house\House12_14.png,14
Nonliving_Things,processed\house\House81_14.png,14
Nonliving_Things,processed\house\House1_14.png,14
Nonliving_Things,processed\house\House89_14.png,14
Living_Things,processed\face\male_5_14.png,14
Nonliving_Things,processed\house\House23_14.png,14
Nonliving_Things,processed\house\House45_14.png,14
Nonliving_Things,processed\house\House36_14.png,14
Nonliving_Things,processed\house\House28_14.png,14
Nonliving_Things,processed\house\House34_14.png,14
Living_Things,processed\face\male_37_14.png,14
Living_Things,processed\face\female_68_14.png,14
Living_Things,processed\face\male_81_14.png,14
Nonliving_Things,processed\house\House87_14.png,14
Living_Things,processed\face\male_95_14.png,14
Living_Things,processed\face\female_60_14.png,14
Nonliving_Things,processed\house\House93_14.png,14
Living_Things,processed\face\female_51_14.png,14
Living_Things,processed\face\female_86_14.png,14
Living_Things,processed\face\female_24_14.png,14
Nonliving_Things,processed\house\House69_14.png,14
Living_Things,processed\face\male_69_14.png,14
Nonliving_Things,processed\house\House40_14.png,14
Living_Things,processed\face\male_62_14.png,14
Living_Things,processed\face\female_29_14.png,14
Nonliving_Things,processed\house\House19_14.png,14
Nonliving_Things,processed\house\House91_14.png,14
Living_Things,processed\face\male_89_14.png,14
Nonliving_Things,processed\house\House10_14.png,14
Nonliving_Things,processed\house\House44_14.png,14
Living_Things,processed\face\male_28_14.png,14
Nonliving_Things,processed\house\House18_14.png,14
Nonliving_Things,processed\house\House22_14.png,14
Living_Things,processed\face\female_12_14.png,14
Nonliving_Things,processed\house\House9_14.png,14
Living_Things,processed\face\female_65_14.png,14
Nonliving_Things,processed\house\3257825_House58_14.png,14
Nonliving_Things,processed\house\House2_14.png,14
Nonliving_Things,processed\house\House71_14.png,14
Nonliving_Things,processed\house\House67_14.png,14
Nonliving_Things,processed\house\House32_14.png,14
Living_Things,processed\face\female_58_14.png,14
