category,image_name,image_number,image_iter
Nonliving_Things,processed/house/house-51_25.png,51,25
Living_Things,processed/face/face-87_25.png,87,25
Nonliving_Things,processed/house/house-78_25.png,78,25
Nonliving_Things,processed/house/house-91_25.png,91,25
Living_Things,processed/face/face-74_25.png,74,25
Living_Things,processed/face/face-14_25.png,14,25
Nonliving_Things,processed/house/house-7_25.png,7,25
Living_Things,processed/face/face-31_25.png,31,25
Nonliving_Things,processed/house/house-68_25.png,68,25
Living_Things,processed/face/face-10_25.png,10,25
Living_Things,processed/face/face-26_25.png,26,25
Living_Things,processed/face/face-43_25.png,43,25
Nonliving_Things,processed/house/house-84_25.png,84,25
Living_Things,processed/face/face-39_25.png,39,25
Nonliving_Things,processed/house/house-60_25.png,60,25
Living_Things,processed/face/face-57_25.png,57,25
Living_Things,processed/face/face-48_25.png,48,25
Nonliving_Things,processed/house/house-70_25.png,70,25
Living_Things,processed/face/face-34_25.png,34,25
Nonliving_Things,processed/house/house-65_25.png,65,25
Nonliving_Things,processed/house/house-85_25.png,85,25
Living_Things,processed/face/face-28_25.png,28,25
Living_Things,processed/face/face-79_25.png,79,25
Nonliving_Things,processed/house/house-31_25.png,31,25
Living_Things,processed/face/face-13_25.png,13,25
Nonliving_Things,processed/house/house-2_25.png,2,25
Living_Things,processed/face/face-69_25.png,69,25
Nonliving_Things,processed/house/house-18_25.png,18,25
Living_Things,processed/face/face-33_25.png,33,25
Living_Things,processed/face/face-35_25.png,35,25
Living_Things,processed/face/face-42_25.png,42,25
Nonliving_Things,processed/house/house-69_25.png,69,25
Nonliving_Things,processed/house/house-86_25.png,86,25
Nonliving_Things,processed/house/house-56_25.png,56,25
Living_Things,processed/face/face-50_25.png,50,25
Living_Things,processed/face/face-95_25.png,95,25
Nonliving_Things,processed/house/house-36_25.png,36,25
Living_Things,processed/face/face-47_25.png,47,25
Living_Things,processed/face/face-68_25.png,68,25
Living_Things,processed/face/face-99_25.png,99,25
Nonliving_Things,processed/house/house-8_25.png,8,25
Living_Things,processed/face/face-53_25.png,53,25
Nonliving_Things,processed/house/house-67_25.png,67,25
Nonliving_Things,processed/house/house-87_25.png,87,25
Living_Things,processed/face/face-73_25.png,73,25
Nonliving_Things,processed/house/house-29_25.png,29,25
Living_Things,processed/face/face-80_25.png,80,25
Living_Things,processed/face/face-30_25.png,30,25
Nonliving_Things,processed/house/house-1_25.png,1,25
Nonliving_Things,processed/house/house-47_25.png,47,25
Nonliving_Things,processed/house/house-19_25.png,19,25
Nonliving_Things,processed/house/house-55_25.png,55,25
Living_Things,processed/face/face-97_25.png,97,25
Living_Things,processed/face/face-41_25.png,41,25
Nonliving_Things,processed/house/house-9_25.png,9,25
Living_Things,processed/face/face-100_25.png,100,25
Living_Things,processed/face/face-92_25.png,92,25
Nonliving_Things,processed/house/house-93_25.png,93,25
Living_Things,processed/face/face-54_25.png,54,25
Living_Things,processed/face/face-63_25.png,63,25
Nonliving_Things,processed/house/house-21_25.png,21,25
Nonliving_Things,processed/house/house-57_25.png,57,25
Living_Things,processed/face/face-6_25.png,6,25
Nonliving_Things,processed/house/house-3_25.png,3,25
Nonliving_Things,processed/house/house-46_25.png,46,25
Nonliving_Things,processed/house/house-10_25.png,10,25
Nonliving_Things,processed/house/house-88_25.png,88,25
Nonliving_Things,processed/house/house-12_25.png,12,25
Nonliving_Things,processed/house/house-99_25.png,99,25
Living_Things,processed/face/face-8_25.png,8,25
Living_Things,processed/face/face-2_25.png,2,25
Living_Things,processed/face/face-44_25.png,44,25
Nonliving_Things,processed/house/house-32_25.png,32,25
Nonliving_Things,processed/house/house-20_25.png,20,25
Nonliving_Things,processed/house/house-97_25.png,97,25
Living_Things,processed/face/face-23_25.png,23,25
Nonliving_Things,processed/house/house-66_25.png,66,25
Nonliving_Things,processed/house/house-80_25.png,80,25
Nonliving_Things,processed/house/house-26_25.png,26,25
Living_Things,processed/face/face-81_25.png,81,25
Living_Things,processed/face/face-77_25.png,77,25
Living_Things,processed/face/face-62_25.png,62,25
Living_Things,processed/face/face-89_25.png,89,25
Nonliving_Things,processed/house/house-63_25.png,63,25
Nonliving_Things,processed/house/house-100_25.png,100,25
Living_Things,processed/face/face-94_25.png,94,25
Nonliving_Things,processed/house/house-41_25.png,41,25
Living_Things,processed/face/face-21_25.png,21,25
Nonliving_Things,processed/house/house-45_25.png,45,25
Nonliving_Things,processed/house/house-77_25.png,77,25
Living_Things,processed/face/face-55_25.png,55,25
Nonliving_Things,processed/house/house-74_25.png,74,25
Nonliving_Things,processed/house/house-16_25.png,16,25
Nonliving_Things,processed/house/house-79_25.png,79,25
Living_Things,processed/face/face-49_25.png,49,25
Living_Things,processed/face/face-75_25.png,75,25
Living_Things,processed/face/face-65_25.png,65,25
Living_Things,processed/face/face-67_25.png,67,25
Living_Things,processed/face/face-85_25.png,85,25
Nonliving_Things,processed/house/house-28_25.png,28,25
