category,subtarget,item,image_name,count
Living_Things,Marine_creatures,sperm-whale,greyscaled\Living_Things\Marine_creatures\sperm-whale_23.jpg,23
Living_Things,Marine_creatures,killer-whale,greyscaled\Living_Things\Marine_creatures\killer-whale_23.jpg,23
Living_Things,Birds,partridge,greyscaled\Living_Things\Birds\partridge_23.jpg,23
Nonliving_Things,Buildings,granary,greyscaled\Nonliving_Things\Buildings\granary_23.jpg,23
Living_Things,Marine_creatures,dolphin,greyscaled\Living_Things\Marine_creatures\dolphin_23.jpg,23
Nonliving_Things,Furniture,sofa,greyscaled\Nonliving_Things\Furniture\sofa_23.jpg,23
Living_Things,Animals,turtle,greyscaled\Living_Things\Animals\turtle_23.jpg,23
Living_Things,Birds,toucan,greyscaled\Living_Things\Birds\toucan_23.jpg,23
Nonliving_Things,Furniture,filling-cabinet,greyscaled\Nonliving_Things\Furniture\filling-cabinet_23.jpg,23
Nonliving_Things,Furniture,bed,greyscaled\Nonliving_Things\Furniture\bed_23.jpg,23
Living_Things,Insects,scorpion,greyscaled\Living_Things\Insects\scorpion_23.jpg,23
Living_Things,Animals,elephant,greyscaled\Living_Things\Animals\elephant_23.jpg,23
Living_Things,Animals,lynx,greyscaled\Living_Things\Animals\lynx_23.jpg,23
Nonliving_Things,Buildings,church,greyscaled\Nonliving_Things\Buildings\church_23.jpg,23
Living_Things,Birds,hummingbird,greyscaled\Living_Things\Birds\hummingbird_23.jpg,23
Nonliving_Things,Kitchen_Uten,saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\saucepan_23.jpg,23
Nonliving_Things,Furniture,couch,greyscaled\Nonliving_Things\Furniture\couch_23.jpg,23
Nonliving_Things,Buildings,cathedral,greyscaled\Nonliving_Things\Buildings\cathedral_23.jpg,23
Nonliving_Things,Vehicles,car,greyscaled\Nonliving_Things\Vehicles\car_23.jpg,23
Nonliving_Things,Tools,axe,greyscaled\Nonliving_Things\Tools\axe_23.jpg,23
Nonliving_Things,Kitchen_Uten,fondue,greyscaled\Nonliving_Things\Kitchen_Uten\fondue_23.jpg,23
Living_Things,Marine_creatures,whale,greyscaled\Living_Things\Marine_creatures\whale_23.jpg,23
Nonliving_Things,Buildings,castle,greyscaled\Nonliving_Things\Buildings\castle_23.jpg,23
Nonliving_Things,Kitchen_Uten,cup,greyscaled\Nonliving_Things\Kitchen_Uten\cup_23.jpg,23
Living_Things,Animals,cheetah,greyscaled\Living_Things\Animals\cheetah_23.jpg,23
Living_Things,Animals,hippopotamus,greyscaled\Living_Things\Animals\hippopotamus_23.jpg,23
Living_Things,Birds,pigeon,greyscaled\Living_Things\Birds\pigeon_23.jpg,23
Nonliving_Things,Kitchen_Uten,small-saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\small-saucepan_23.jpg,23
Living_Things,Insects,dragonfly,greyscaled\Living_Things\Insects\dragonfly_23.jpg,23
Nonliving_Things,Furniture,wardrobe,greyscaled\Nonliving_Things\Furniture\wardrobe_23.jpg,23
Living_Things,Birds,rooster,greyscaled\Living_Things\Birds\rooster_23.jpg,23
Nonliving_Things,Musical_Inst,violin,greyscaled\Nonliving_Things\Musical_Inst\violin_23.jpg,23
Nonliving_Things,Vehicles,bus,greyscaled\Nonliving_Things\Vehicles\bus_23.jpg,23
Nonliving_Things,Buildings,mill,greyscaled\Nonliving_Things\Buildings\mill_23.jpg,23
Living_Things,Birds,pelican,greyscaled\Living_Things\Birds\pelican_23.jpg,23
Living_Things,Animals,armadillo,greyscaled\Living_Things\Animals\armadillo_23.jpg,23
Living_Things,Birds,goldfinch,greyscaled\Living_Things\Birds\goldfinch_23.jpg,23
Nonliving_Things,Musical_Inst,guitar,greyscaled\Nonliving_Things\Musical_Inst\guitar_23.jpg,23
Living_Things,Birds,kiwi,greyscaled\Living_Things\Birds\kiwi_23.jpg,23
Nonliving_Things,Musical_Inst,tuba,greyscaled\Nonliving_Things\Musical_Inst\tuba_23.jpg,23
Living_Things,Marine_creatures,manatee,greyscaled\Living_Things\Marine_creatures\manatee_23.jpg,23
Living_Things,Birds,goose,greyscaled\Living_Things\Birds\goose_23.jpg,23
Nonliving_Things,Vehicles,ship,greyscaled\Nonliving_Things\Vehicles\ship_23.jpg,23
Living_Things,Marine_creatures,shark,greyscaled\Living_Things\Marine_creatures\shark_23.jpg,23
Living_Things,Birds,magpie,greyscaled\Living_Things\Birds\magpie_23.jpg,23
Nonliving_Things,Kitchen_Uten,pot,greyscaled\Nonliving_Things\Kitchen_Uten\pot_23.jpg,23
Nonliving_Things,Musical_Inst,trumpet,greyscaled\Nonliving_Things\Musical_Inst\trumpet_23.jpg,23
Nonliving_Things,Furniture,bedside-table,greyscaled\Nonliving_Things\Furniture\bedside-table_23.jpg,23
Nonliving_Things,Musical_Inst,drum,greyscaled\Nonliving_Things\Musical_Inst\drum_23.jpg,23
Living_Things,Birds,sparrow,greyscaled\Living_Things\Birds\sparrow_23.jpg,23
Living_Things,Birds,owl,greyscaled\Living_Things\Birds\owl_23.jpg,23
Nonliving_Things,Tools,hammer,greyscaled\Nonliving_Things\Tools\hammer_23.jpg,23
Living_Things,Birds,penguin,greyscaled\Living_Things\Birds\penguin_23.jpg,23
