category,subtarget,item,image_name,count
Living_Things,Marine_creatures,sperm-whale,greyscaled\Living_Things\Marine_creatures\sperm-whale_5.jpg,5
Living_Things,Marine_creatures,killer-whale,greyscaled\Living_Things\Marine_creatures\killer-whale_5.jpg,5
Living_Things,Birds,partridge,greyscaled\Living_Things\Birds\partridge_5.jpg,5
Nonliving_Things,Buildings,granary,greyscaled\Nonliving_Things\Buildings\granary_5.jpg,5
Living_Things,Marine_creatures,dolphin,greyscaled\Living_Things\Marine_creatures\dolphin_5.jpg,5
Nonliving_Things,Furniture,sofa,greyscaled\Nonliving_Things\Furniture\sofa_5.jpg,5
Living_Things,Animals,turtle,greyscaled\Living_Things\Animals\turtle_5.jpg,5
Living_Things,Birds,toucan,greyscaled\Living_Things\Birds\toucan_5.jpg,5
Nonliving_Things,Furniture,filling-cabinet,greyscaled\Nonliving_Things\Furniture\filling-cabinet_5.jpg,5
Nonliving_Things,Furniture,bed,greyscaled\Nonliving_Things\Furniture\bed_5.jpg,5
Living_Things,Insects,scorpion,greyscaled\Living_Things\Insects\scorpion_5.jpg,5
Living_Things,Animals,elephant,greyscaled\Living_Things\Animals\elephant_5.jpg,5
Living_Things,Animals,lynx,greyscaled\Living_Things\Animals\lynx_5.jpg,5
Nonliving_Things,Buildings,church,greyscaled\Nonliving_Things\Buildings\church_5.jpg,5
Living_Things,Birds,hummingbird,greyscaled\Living_Things\Birds\hummingbird_5.jpg,5
Nonliving_Things,Kitchen_Uten,saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\saucepan_5.jpg,5
Nonliving_Things,Furniture,couch,greyscaled\Nonliving_Things\Furniture\couch_5.jpg,5
Nonliving_Things,Buildings,cathedral,greyscaled\Nonliving_Things\Buildings\cathedral_5.jpg,5
Nonliving_Things,Vehicles,car,greyscaled\Nonliving_Things\Vehicles\car_5.jpg,5
Nonliving_Things,Tools,axe,greyscaled\Nonliving_Things\Tools\axe_5.jpg,5
Nonliving_Things,Kitchen_Uten,fondue,greyscaled\Nonliving_Things\Kitchen_Uten\fondue_5.jpg,5
Living_Things,Marine_creatures,whale,greyscaled\Living_Things\Marine_creatures\whale_5.jpg,5
Nonliving_Things,Buildings,castle,greyscaled\Nonliving_Things\Buildings\castle_5.jpg,5
Nonliving_Things,Kitchen_Uten,cup,greyscaled\Nonliving_Things\Kitchen_Uten\cup_5.jpg,5
Living_Things,Animals,cheetah,greyscaled\Living_Things\Animals\cheetah_5.jpg,5
Living_Things,Animals,hippopotamus,greyscaled\Living_Things\Animals\hippopotamus_5.jpg,5
Living_Things,Birds,pigeon,greyscaled\Living_Things\Birds\pigeon_5.jpg,5
Nonliving_Things,Kitchen_Uten,small-saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\small-saucepan_5.jpg,5
Living_Things,Insects,dragonfly,greyscaled\Living_Things\Insects\dragonfly_5.jpg,5
Nonliving_Things,Furniture,wardrobe,greyscaled\Nonliving_Things\Furniture\wardrobe_5.jpg,5
Living_Things,Birds,rooster,greyscaled\Living_Things\Birds\rooster_5.jpg,5
Nonliving_Things,Musical_Inst,violin,greyscaled\Nonliving_Things\Musical_Inst\violin_5.jpg,5
Nonliving_Things,Vehicles,bus,greyscaled\Nonliving_Things\Vehicles\bus_5.jpg,5
Nonliving_Things,Buildings,mill,greyscaled\Nonliving_Things\Buildings\mill_5.jpg,5
Living_Things,Birds,pelican,greyscaled\Living_Things\Birds\pelican_5.jpg,5
Living_Things,Animals,armadillo,greyscaled\Living_Things\Animals\armadillo_5.jpg,5
Living_Things,Birds,goldfinch,greyscaled\Living_Things\Birds\goldfinch_5.jpg,5
Nonliving_Things,Musical_Inst,guitar,greyscaled\Nonliving_Things\Musical_Inst\guitar_5.jpg,5
Living_Things,Birds,kiwi,greyscaled\Living_Things\Birds\kiwi_5.jpg,5
Nonliving_Things,Musical_Inst,tuba,greyscaled\Nonliving_Things\Musical_Inst\tuba_5.jpg,5
Living_Things,Marine_creatures,manatee,greyscaled\Living_Things\Marine_creatures\manatee_5.jpg,5
Living_Things,Birds,goose,greyscaled\Living_Things\Birds\goose_5.jpg,5
Nonliving_Things,Vehicles,ship,greyscaled\Nonliving_Things\Vehicles\ship_5.jpg,5
Living_Things,Marine_creatures,shark,greyscaled\Living_Things\Marine_creatures\shark_5.jpg,5
Living_Things,Birds,magpie,greyscaled\Living_Things\Birds\magpie_5.jpg,5
Nonliving_Things,Kitchen_Uten,pot,greyscaled\Nonliving_Things\Kitchen_Uten\pot_5.jpg,5
Nonliving_Things,Musical_Inst,trumpet,greyscaled\Nonliving_Things\Musical_Inst\trumpet_5.jpg,5
Nonliving_Things,Furniture,bedside-table,greyscaled\Nonliving_Things\Furniture\bedside-table_5.jpg,5
Nonliving_Things,Musical_Inst,drum,greyscaled\Nonliving_Things\Musical_Inst\drum_5.jpg,5
Living_Things,Birds,sparrow,greyscaled\Living_Things\Birds\sparrow_5.jpg,5
Living_Things,Birds,owl,greyscaled\Living_Things\Birds\owl_5.jpg,5
Nonliving_Things,Tools,hammer,greyscaled\Nonliving_Things\Tools\hammer_5.jpg,5
Living_Things,Birds,penguin,greyscaled\Living_Things\Birds\penguin_5.jpg,5
Living_Things,Birds,duck,greyscaled\Living_Things\Birds\duck_5.jpg,5
Nonliving_Things,Furniture,rocking-chair,greyscaled\Nonliving_Things\Furniture\rocking-chair_5.jpg,5
Living_Things,Animals,tiger,greyscaled\Living_Things\Animals\tiger_5.jpg,5
Living_Things,Birds,hen,greyscaled\Living_Things\Birds\hen_5.jpg,5
Nonliving_Things,Furniture,chair,greyscaled\Nonliving_Things\Furniture\chair_5.jpg,5
Living_Things,Marine_creatures,pomfret,greyscaled\Living_Things\Marine_creatures\pomfret_5.jpg,5
Nonliving_Things,Kitchen_Uten,coking-pot,greyscaled\Nonliving_Things\Kitchen_Uten\coking-pot_5.jpg,5
Nonliving_Things,Furniture,lectern,greyscaled\Nonliving_Things\Furniture\lectern_5.jpg,5
Living_Things,Animals,lioness,greyscaled\Living_Things\Animals\lioness_5.jpg,5
Nonliving_Things,Buildings,factory,greyscaled\Nonliving_Things\Buildings\factory_5.jpg,5
Nonliving_Things,Buildings,house,greyscaled\Nonliving_Things\Buildings\house_5.jpg,5
Nonliving_Things,Vehicles,plane,greyscaled\Nonliving_Things\Vehicles\plane_5.jpg,5
Nonliving_Things,Furniture,table,greyscaled\Nonliving_Things\Furniture\table_5.jpg,5
Nonliving_Things,Vehicles,boat,greyscaled\Nonliving_Things\Vehicles\boat_5.jpg,5
Living_Things,Birds,barn-owl,greyscaled\Living_Things\Birds\barn-owl_5.jpg,5
Living_Things,Animals,giraffe,greyscaled\Living_Things\Animals\giraffe_5.jpg,5
Living_Things,Animals,cow,greyscaled\Living_Things\Animals\cow_5.jpg,5
Nonliving_Things,Furniture,lamp,greyscaled\Nonliving_Things\Furniture\lamp_5.jpg,5
Nonliving_Things,Vehicles,tractor,greyscaled\Nonliving_Things\Vehicles\tractor_5.jpg,5
