image_name,category
materials/face/male_17.gif,Living_Things
materials/house/House59.jpg,Nonliving_Things
materials/house/House37.jpg,Nonliving_Things
materials/house/House41.jpg,Nonliving_Things
materials/face/male_24.gif,Living_Things
materials/face/male_92.gif,Living_Things
materials/face/male_21.gif,Living_Things
materials/face/male_1.gif,Living_Things
materials/face/female_40.gif,Living_Things
materials/face/male_23.gif,Living_Things
materials/house/House47.jpg,Nonliving_Things
materials/face/female_45.gif,Living_Things
materials/house/House95.jpg,Nonliving_Things
materials/house/House6.jpg,Nonliving_Things
materials/face/male_56.gif,Living_Things
materials/house/House8.jpg,Nonliving_Things
materials/house/House98.jpg,Nonliving_Things
materials/house/House84.jpg,Nonliving_Things
materials/face/female_28.gif,Living_Things
materials/house/House75.jpg,Nonliving_Things
materials/face/female_39.gif,Living_Things
materials/house/3257831_House58.jpg,Nonliving_Things
materials/house/House100.jpg,Nonliving_Things
materials/house/House42.jpg,Nonliving_Things
materials/house/House40.jpg,Nonliving_Things
materials/house/House45.jpg,Nonliving_Things
materials/house/House9.jpg,Nonliving_Things
materials/house/House57.jpg,Nonliving_Things
materials/house/House56.jpg,Nonliving_Things
materials/house/House25.jpg,Nonliving_Things
materials/face/female_54.gif,Living_Things
materials/house/House3.jpg,Nonliving_Things
materials/house/House50.jpg,Nonliving_Things
materials/house/House91.jpg,Nonliving_Things
materials/house/House76.jpg,Nonliving_Things
materials/house/House32.jpg,Nonliving_Things
materials/face/male_3.gif,Living_Things
materials/house/House34.jpg,Nonliving_Things
materials/house/House72.jpg,Nonliving_Things
materials/house/3257813_House74.jpg,Nonliving_Things
materials/face/male_51.gif,Living_Things
materials/house/House55.jpg,Nonliving_Things
materials/house/House94.jpg,Nonliving_Things
materials/face/female_63.gif,Living_Things
materials/house/House1.jpg,Nonliving_Things
materials/face/female_89.gif,Living_Things
materials/face/female_78.gif,Living_Things
materials/face/male_63.gif,Living_Things
materials/face/male_43.gif,Living_Things
materials/house/House96.jpg,Nonliving_Things
materials/house/House83.jpg,Nonliving_Things
materials/house/House81.jpg,Nonliving_Things
materials/house/House23.jpg,Nonliving_Things
materials/face/male_89.gif,Living_Things
materials/house/House97.jpg,Nonliving_Things
materials/face/female_80.gif,Living_Things
materials/face/female_44.gif,Living_Things
materials/house/House30.jpg,Nonliving_Things
materials/face/male_74.gif,Living_Things
materials/face/male_96.gif,Living_Things
materials/face/female_51.gif,Living_Things
materials/face/male_10.gif,Living_Things
materials/face/male_42.gif,Living_Things
materials/face/female_66.gif,Living_Things
materials/house/House38.jpg,Nonliving_Things
materials/face/female_92.gif,Living_Things
materials/face/female_12.gif,Living_Things
materials/face/male_90.gif,Living_Things
materials/house/House28.jpg,Nonliving_Things
materials/house/House71.jpg,Nonliving_Things
materials/face/male_82.gif,Living_Things
materials/face/female_32.gif,Living_Things
materials/face/male_65.gif,Living_Things
materials/house/House20.jpg,Nonliving_Things
materials/face/female_77.gif,Living_Things
materials/face/female_16.gif,Living_Things
materials/house/House69.jpg,Nonliving_Things
materials/face/female_55.gif,Living_Things
materials/house/House65.jpg,Nonliving_Things
materials/house/House85.jpg,Nonliving_Things
materials/face/female_36.gif,Living_Things
materials/face/male_91.gif,Living_Things
materials/house/House5.jpg,Nonliving_Things
materials/face/female_25.gif,Living_Things
materials/house/House82.jpg,Nonliving_Things
materials/house/House2.jpg,Nonliving_Things
materials/house/House13.jpg,Nonliving_Things
materials/face/female_52.gif,Living_Things
materials/house/House36.jpg,Nonliving_Things
materials/house/House87.jpg,Nonliving_Things
materials/face/female_27.gif,Living_Things
materials/house/House15.jpg,Nonliving_Things
materials/face/male_29.gif,Living_Things
materials/house/3257879_House74.jpg,Nonliving_Things
materials/house/House73.jpg,Nonliving_Things
materials/house/House64.jpg,Nonliving_Things
materials/house/House14.jpg,Nonliving_Things
materials/face/female_42.gif,Living_Things
materials/face/female_87.gif,Living_Things
materials/face/male_5.gif,Living_Things
materials/face/male_53.gif,Living_Things
materials/face/male_73.gif,Living_Things
materials/house/House16.jpg,Nonliving_Things
materials/house/House48.jpg,Nonliving_Things
materials/face/male_94.gif,Living_Things
materials/face/male_37.gif,Living_Things
materials/face/female_47.gif,Living_Things
materials/face/male_75.gif,Living_Things
materials/house/House39.jpg,Nonliving_Things
materials/house/House24.jpg,Nonliving_Things
materials/house/House54.jpg,Nonliving_Things
materials/face/female_71.gif,Living_Things
materials/house/House52.jpg,Nonliving_Things
materials/face/female_95.gif,Living_Things
materials/face/male_4.gif,Living_Things
materials/face/female_20.gif,Living_Things
materials/house/House7.jpg,Nonliving_Things
materials/face/female_14.gif,Living_Things
materials/face/female_61.gif,Living_Things
materials/face/male_98.gif,Living_Things
materials/face/female_58.gif,Living_Things
materials/house/House78.jpg,Nonliving_Things
