category,image_name,image_number,image_iter,fixation_duration,fixation_blank_duration,delay_duration,resp_choices,delay_in_between,visb_choices,convert,corrAns
Nonliving_Things,processed/house/house-51_25.png,51,25,0.31378620228040505,0.6768484128384491,1.4197751695463665,V_nV,0.9251075771623126,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-87_25.png,87,25,0.2694338542623303,0.6525649257207085,1.598294610554982,nV_V,0.9390504377075259,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/house/house-78_25.png,78,25,0.41110745721208486,0.7213173211892021,1.0484677048106839,nV_V,0.7544943774018771,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/house/house-91_25.png,91,25,0.2553307031104484,0.7208401176184378,1.010646392192752,V_nV,0.7449758819923709,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-74_25.png,74,25,0.2790791623917397,0.6307751467188136,1.5190574454479466,V_nV,0.6164219635864248,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-14_25.png,14,25,0.33174240061052646,0.6726356395062223,1.459859212640008,nV_V,0.6099075466643697,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/house/house-7_25.png,7,25,0.39850295749707165,0.9951174117698749,1.6047678299941923,nV_V,0.8961701404373807,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-31_25.png,31,25,0.46994941952314967,0.7685158008547092,1.0854648664770497,V_nV,0.9273089932697678,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/house/house-68_25.png,68,25,0.3979771479280937,0.8508312685538801,1.870401791147299,V_nV,0.9768746236134833,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-10_25.png,10,25,0.3403211040310862,0.8190431146991475,1.1761897130915233,nV_V,0.9398111873862162,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-26_25.png,26,25,0.34472352721341004,0.9681194125913696,1.2310293436185886,V_nV,0.9690224743454192,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-43_25.png,43,25,0.3114339299849387,0.7748221179921277,1.3167611523480913,nV_V,0.9684588305858726,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/house/house-84_25.png,84,25,0.48143312422114787,0.6184080946208923,1.8585575009560467,V_nV,0.8819664794243887,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-39_25.png,39,25,0.29278187661453414,0.5429425924376807,1.7485922074783822,V_nV,0.5729999283223286,?,Living_Things-Nonliving_Things,1
