category,image_name,count
Living_Things,processed\face\male_18_19.png,19
Nonliving_Things,processed\house\House5_19.png,19
Nonliving_Things,processed\house\House38_19.png,19
Nonliving_Things,processed\house\House42_19.png,19
Living_Things,processed\face\male_24_19.png,19
Living_Things,processed\face\male_92_19.png,19
Living_Things,processed\face\male_21_19.png,19
Living_Things,processed\face\male_10_19.png,19
Living_Things,processed\face\female_40_19.png,19
Living_Things,processed\face\male_23_19.png,19
Nonliving_Things,processed\house\House48_19.png,19
Living_Things,processed\face\female_45_19.png,19
Nonliving_Things,processed\house\House96_19.png,19
Nonliving_Things,processed\house\House61_19.png,19
Living_Things,processed\face\male_57_19.png,19
Nonliving_Things,processed\house\House80_19.png,19
Nonliving_Things,processed\house\House99_19.png,19
Nonliving_Things,processed\house\House85_19.png,19
Living_Things,processed\face\female_28_19.png,19
Nonliving_Things,processed\house\House76_19.png,19
Living_Things,processed\face\female_39_19.png,19
Nonliving_Things,processed\house\3257831_House58_19.png,19
Nonliving_Things,processed\house\House11_19.png,19
Nonliving_Things,processed\house\House43_19.png,19
Nonliving_Things,processed\house\House41_19.png,19
Nonliving_Things,processed\house\House47_19.png,19
Nonliving_Things,processed\house\House90_19.png,19
Nonliving_Things,processed\house\House59_19.png,19
Nonliving_Things,processed\house\House57_19.png,19
Nonliving_Things,processed\house\House26_19.png,19
Living_Things,processed\face\female_55_19.png,19
Nonliving_Things,processed\house\House30_19.png,19
Nonliving_Things,processed\house\House51_19.png,19
Nonliving_Things,processed\house\House92_19.png,19
Nonliving_Things,processed\house\House77_19.png,19
Nonliving_Things,processed\house\House33_19.png,19
Living_Things,processed\face\male_32_19.png,19
Nonliving_Things,processed\house\House35_19.png,19
Nonliving_Things,processed\house\House73_19.png,19
Nonliving_Things,processed\house\3257813_House74_19.png,19
Living_Things,processed\face\male_53_19.png,19
Nonliving_Things,processed\house\House56_19.png,19
Nonliving_Things,processed\house\House95_19.png,19
Living_Things,processed\face\female_63_19.png,19
Nonliving_Things,processed\house\House100_19.png,19
Living_Things,processed\face\female_8_19.png,19
Living_Things,processed\face\female_78_19.png,19
Living_Things,processed\face\male_63_19.png,19
Living_Things,processed\face\male_4_19.png,19
Nonliving_Things,processed\house\House97_19.png,19
Nonliving_Things,processed\house\House84_19.png,19
Nonliving_Things,processed\house\House82_19.png,19
Nonliving_Things,processed\house\House24_19.png,19
Living_Things,processed\face\male_8_19.png,19
Nonliving_Things,processed\house\House98_19.png,19
Living_Things,processed\face\female_85_19.png,19
Living_Things,processed\face\female_44_19.png,19
Nonliving_Things,processed\house\House31_19.png,19
Living_Things,processed\face\male_74_19.png,19
Living_Things,processed\face\male_96_19.png,19
Living_Things,processed\face\female_52_19.png,19
Living_Things,processed\face\male_17_19.png,19
Living_Things,processed\face\male_43_19.png,19
Living_Things,processed\face\female_66_19.png,19
Nonliving_Things,processed\house\House39_19.png,19
Living_Things,processed\face\female_92_19.png,19
Living_Things,processed\face\female_14_19.png,19
Living_Things,processed\face\male_90_19.png,19
Nonliving_Things,processed\house\House29_19.png,19
Nonliving_Things,processed\house\House72_19.png,19
Living_Things,processed\face\male_83_19.png,19
Living_Things,processed\face\female_32_19.png,19
Living_Things,processed\face\male_65_19.png,19
Nonliving_Things,processed\house\House21_19.png,19
Living_Things,processed\face\female_77_19.png,19
Living_Things,processed\face\female_17_19.png,19
Nonliving_Things,processed\house\House6_19.png,19
Living_Things,processed\face\female_56_19.png,19
Nonliving_Things,processed\house\House66_19.png,19
Nonliving_Things,processed\house\House86_19.png,19
