category,image_name,count
Living_Things,processed\face\male_18_23.png,23
Nonliving_Things,processed\house\House5_23.png,23
Nonliving_Things,processed\house\House38_23.png,23
Nonliving_Things,processed\house\House42_23.png,23
Living_Things,processed\face\male_24_23.png,23
Living_Things,processed\face\male_92_23.png,23
Living_Things,processed\face\male_21_23.png,23
Living_Things,processed\face\male_10_23.png,23
Living_Things,processed\face\female_40_23.png,23
Living_Things,processed\face\male_23_23.png,23
Nonliving_Things,processed\house\House48_23.png,23
Living_Things,processed\face\female_45_23.png,23
Nonliving_Things,processed\house\House96_23.png,23
Nonliving_Things,processed\house\House61_23.png,23
Living_Things,processed\face\male_57_23.png,23
Nonliving_Things,processed\house\House80_23.png,23
Nonliving_Things,processed\house\House99_23.png,23
Nonliving_Things,processed\house\House85_23.png,23
Living_Things,processed\face\female_28_23.png,23
Nonliving_Things,processed\house\House76_23.png,23
Living_Things,processed\face\female_39_23.png,23
Nonliving_Things,processed\house\3257831_House58_23.png,23
Nonliving_Things,processed\house\House11_23.png,23
Nonliving_Things,processed\house\House43_23.png,23
Nonliving_Things,processed\house\House41_23.png,23
Nonliving_Things,processed\house\House47_23.png,23
Nonliving_Things,processed\house\House90_23.png,23
Nonliving_Things,processed\house\House59_23.png,23
Nonliving_Things,processed\house\House57_23.png,23
Nonliving_Things,processed\house\House26_23.png,23
Living_Things,processed\face\female_55_23.png,23
Nonliving_Things,processed\house\House30_23.png,23
Nonliving_Things,processed\house\House51_23.png,23
Nonliving_Things,processed\house\House92_23.png,23
Nonliving_Things,processed\house\House77_23.png,23
Nonliving_Things,processed\house\House33_23.png,23
Living_Things,processed\face\male_32_23.png,23
Nonliving_Things,processed\house\House35_23.png,23
Nonliving_Things,processed\house\House73_23.png,23
Nonliving_Things,processed\house\3257813_House74_23.png,23
Living_Things,processed\face\male_53_23.png,23
Nonliving_Things,processed\house\House56_23.png,23
Nonliving_Things,processed\house\House95_23.png,23
Living_Things,processed\face\female_63_23.png,23
Nonliving_Things,processed\house\House100_23.png,23
Living_Things,processed\face\female_8_23.png,23
Living_Things,processed\face\female_78_23.png,23
Living_Things,processed\face\male_63_23.png,23
Living_Things,processed\face\male_4_23.png,23
Nonliving_Things,processed\house\House97_23.png,23
Nonliving_Things,processed\house\House84_23.png,23
Nonliving_Things,processed\house\House82_23.png,23
Nonliving_Things,processed\house\House24_23.png,23
Living_Things,processed\face\male_8_23.png,23
Nonliving_Things,processed\house\House98_23.png,23
Living_Things,processed\face\female_85_23.png,23
Living_Things,processed\face\female_44_23.png,23
Nonliving_Things,processed\house\House31_23.png,23
Living_Things,processed\face\male_74_23.png,23
Living_Things,processed\face\male_96_23.png,23
Living_Things,processed\face\female_52_23.png,23
Living_Things,processed\face\male_17_23.png,23
Living_Things,processed\face\male_43_23.png,23
Living_Things,processed\face\female_66_23.png,23
Nonliving_Things,processed\house\House39_23.png,23
Living_Things,processed\face\female_92_23.png,23
Living_Things,processed\face\female_14_23.png,23
Living_Things,processed\face\male_90_23.png,23
Nonliving_Things,processed\house\House29_23.png,23
Nonliving_Things,processed\house\House72_23.png,23
Living_Things,processed\face\male_83_23.png,23
Living_Things,processed\face\female_32_23.png,23
Living_Things,processed\face\male_65_23.png,23
Nonliving_Things,processed\house\House21_23.png,23
Living_Things,processed\face\female_77_23.png,23
Living_Things,processed\face\female_17_23.png,23
Nonliving_Things,processed\house\House6_23.png,23
Living_Things,processed\face\female_56_23.png,23
Nonliving_Things,processed\house\House66_23.png,23
Nonliving_Things,processed\house\House86_23.png,23
Living_Things,processed\face\female_36_23.png,23
Living_Things,processed\face\male_91_23.png,23
Nonliving_Things,processed\house\House50_23.png,23
Living_Things,processed\face\female_25_23.png,23
Nonliving_Things,processed\house\House83_23.png,23
Nonliving_Things,processed\house\House20_23.png,23
Nonliving_Things,processed\house\House14_23.png,23
Living_Things,processed\face\female_53_23.png,23
Nonliving_Things,processed\house\House37_23.png,23
Nonliving_Things,processed\house\House88_23.png,23
Living_Things,processed\face\female_27_23.png,23
Nonliving_Things,processed\house\House16_23.png,23
Living_Things,processed\face\male_29_23.png,23
Nonliving_Things,processed\house\3257879_House74_23.png,23
Nonliving_Things,processed\house\House75_23.png,23
Nonliving_Things,processed\house\House65_23.png,23
Nonliving_Things,processed\house\House15_23.png,23
Living_Things,processed\face\female_42_23.png,23
Living_Things,processed\face\female_88_23.png,23
Living_Things,processed\face\male_51_23.png,23
Living_Things,processed\face\male_54_23.png,23
