category,subtarget,item,image_name,count
Living_Things,Marine_creatures,sperm-whale,greyscaled\Living_Things\Marine_creatures\sperm-whale_13.jpg,13
Living_Things,Marine_creatures,killer-whale,greyscaled\Living_Things\Marine_creatures\killer-whale_13.jpg,13
Living_Things,Birds,partridge,greyscaled\Living_Things\Birds\partridge_13.jpg,13
Nonliving_Things,Buildings,granary,greyscaled\Nonliving_Things\Buildings\granary_13.jpg,13
Living_Things,Marine_creatures,dolphin,greyscaled\Living_Things\Marine_creatures\dolphin_13.jpg,13
Nonliving_Things,Furniture,sofa,greyscaled\Nonliving_Things\Furniture\sofa_13.jpg,13
Living_Things,Animals,turtle,greyscaled\Living_Things\Animals\turtle_13.jpg,13
Living_Things,Birds,toucan,greyscaled\Living_Things\Birds\toucan_13.jpg,13
Nonliving_Things,Furniture,filling-cabinet,greyscaled\Nonliving_Things\Furniture\filling-cabinet_13.jpg,13
Nonliving_Things,Furniture,bed,greyscaled\Nonliving_Things\Furniture\bed_13.jpg,13
Living_Things,Insects,scorpion,greyscaled\Living_Things\Insects\scorpion_13.jpg,13
Living_Things,Animals,elephant,greyscaled\Living_Things\Animals\elephant_13.jpg,13
Living_Things,Animals,lynx,greyscaled\Living_Things\Animals\lynx_13.jpg,13
Nonliving_Things,Buildings,church,greyscaled\Nonliving_Things\Buildings\church_13.jpg,13
Living_Things,Birds,hummingbird,greyscaled\Living_Things\Birds\hummingbird_13.jpg,13
Nonliving_Things,Kitchen_Uten,saucepan,greyscaled\Nonliving_Things\Kitchen_Uten\saucepan_13.jpg,13
Nonliving_Things,Furniture,couch,greyscaled\Nonliving_Things\Furniture\couch_13.jpg,13
Nonliving_Things,Buildings,cathedral,greyscaled\Nonliving_Things\Buildings\cathedral_13.jpg,13
Nonliving_Things,Vehicles,car,greyscaled\Nonliving_Things\Vehicles\car_13.jpg,13
Nonliving_Things,Tools,axe,greyscaled\Nonliving_Things\Tools\axe_13.jpg,13
Nonliving_Things,Kitchen_Uten,fondue,greyscaled\Nonliving_Things\Kitchen_Uten\fondue_13.jpg,13
Living_Things,Marine_creatures,whale,greyscaled\Living_Things\Marine_creatures\whale_13.jpg,13
Nonliving_Things,Buildings,castle,greyscaled\Nonliving_Things\Buildings\castle_13.jpg,13
Nonliving_Things,Kitchen_Uten,cup,greyscaled\Nonliving_Things\Kitchen_Uten\cup_13.jpg,13
Living_Things,Animals,cheetah,greyscaled\Living_Things\Animals\cheetah_13.jpg,13
Living_Things,Animals,hippopotamus,greyscaled\Living_Things\Animals\hippopotamus_13.jpg,13
Living_Things,Birds,pigeon,greyscaled\Living_Things\Birds\pigeon_13.jpg,13
