category,image_name,image_number,image_iter,fixation_duration,fixation_blank_duration,delay_duration,resp_choices,delay_in_between,visb_choices,convert,corrAns
Nonliving_Things,processed/house/house-29_14.png,29,14,0.3730670734453433,0.9483102020532002,1.6841051248884553,V_nV,0.857201847410823,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-25_14.png,25,14,0.42051716476248485,0.8566245263095222,1.3583476589524226,V_nV,0.8292273657847942,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/house/house-47_14.png,47,14,0.3345621336252227,0.5468358627840485,1.6302055702365918,nV_V,0.7932348763147155,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/house/house-67_14.png,67,14,0.3948198935113425,0.633315564792762,1.3811226478420775,nV_V,0.846932811998421,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-16_14.png,16,14,0.2654316756075502,0.7562820889109516,1.0751045826775063,nV_V,0.5691763096646552,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-28_14.png,28,14,0.4713348472355149,0.9493734808464411,1.2702668273575002,nV_V,0.6360520344250774,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/house/house-96_14.png,96,14,0.38355837877703786,0.7412876157020188,1.9710605680917532,V_nV,0.8861359614376342,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-10_14.png,10,14,0.48187734203537563,0.9256842160228512,1.1488020839601327,V_nV,0.7573689042273837,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/house/house-97_14.png,97,14,0.36895547414788205,0.814083622678117,1.742522904078326,V_nV,0.8608166418455067,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-96_14.png,96,14,0.44434305820644765,0.9185621464758468,1.123811575206537,V_nV,0.8146601949027388,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-58_14.png,58,14,0.44718993213396385,0.5471566233489435,1.5379361821461246,nV_V,0.8605462079814556,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-94_14.png,94,14,0.31899687017415135,0.7208601838052919,1.3606064334048806,V_nV,0.5500703589528481,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/house/house-15_14.png,15,14,0.38629628399278026,0.5720581825168412,1.5712204714140494,V_nV,0.8601833861094212,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-64_14.png,64,14,0.43195658826921735,0.7286599781346839,1.6817117390409426,V_nV,0.6785244155629512,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/house/house-89_14.png,89,14,0.49751751676602907,0.7671430229038932,1.5920731573195492,nV_V,0.9518728946645513,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-13_14.png,13,14,0.32543432037146525,0.770971530493434,1.0124848365285013,nV_V,0.935742078956127,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-26_14.png,26,14,0.3979226024265803,0.7278976843337793,1.3195013167824854,V_nV,0.9146256312242227,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/house/house-4_14.png,4,14,0.37054346031663854,0.940507991201168,1.1899092213494182,V_nV,0.5197306990042089,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-90_14.png,90,14,0.4319826363272249,0.975257645865115,1.5462445124892616,nV_V,0.7474937831270974,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/house/house-23_14.png,23,14,0.37430929890400666,0.5778662898762403,1.963593616976957,nV_V,0.7479971498731308,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/house/house-33_14.png,33,14,0.3128918707128834,0.7094898478395872,1.415729533438431,nV_V,0.5526404077445409,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-54_14.png,54,14,0.4806246006110591,0.610241856447058,1.1898780429670301,V_nV,0.9886181313672011,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-88_14.png,88,14,0.4909323871223342,0.8684071497530923,1.1381929670794404,V_nV,0.8750551542221768,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/house/house-17_14.png,17,14,0.32961176108689033,0.5426836950898279,1.3769047799210208,nV_V,0.589079983175435,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-72_14.png,72,14,0.35951490889173116,0.9499699976035108,1.9057383683361988,nV_V,0.959772403922446,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/house/house-63_14.png,63,14,0.4647877714875214,0.9623089367744597,1.7644350932531785,nV_V,0.5593394838018064,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-91_14.png,91,14,0.44078641496009496,0.6416780761729597,1.367858951068023,nV_V,0.7798129761516368,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/house/house-34_14.png,34,14,0.36302118584146137,0.7570190173269015,1.820829458296254,nV_V,0.5212728535097104,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-75_14.png,75,14,0.4081133520244523,0.9859946315417685,1.7726134614482585,nV_V,0.9243219256296035,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-71_14.png,71,14,0.443989290354058,0.6402127909012005,1.4505614826246074,nV_V,0.5045441134894053,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-78_14.png,78,14,0.3433554683827496,0.7307027644645885,1.137419678479159,nV_V,0.6724908316435587,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/house/house-3_14.png,3,14,0.318927091812935,0.8577767090026267,1.2560183806414358,nV_V,0.9989994549533932,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/house/house-66_14.png,66,14,0.4617737683612325,0.8122026958305951,1.5374166158174494,nV_V,0.9558418917781948,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/house/house-25_14.png,25,14,0.4566215856326383,0.6467665759445781,1.568077096130438,V_nV,0.6430158823412068,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-79_14.png,79,14,0.25488223242855224,0.713612032069282,1.7260605959576834,nV_V,0.8907121766857833,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-4_14.png,4,14,0.37487768406321664,0.7913908036684894,1.2936292774615823,V_nV,0.886592584195437,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/house/house-41_14.png,41,14,0.2563864434992643,0.5718697215242539,1.2270122511068715,V_nV,0.877181208274517,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-43_14.png,43,14,0.42411622708882324,0.6650307227426387,1.6360544954592964,V_nV,0.991948827882486,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-35_14.png,35,14,0.46032908235198366,0.5510673062815574,1.753998110011862,V_nV,0.9157179839731728,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-39_14.png,39,14,0.31486932779262494,0.8271320210557204,1.0521005078465384,nV_V,0.5667363846328548,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/house/house-44_14.png,44,14,0.35177549471081426,0.7040404645013117,1.6550805933743775,nV_V,0.826343044126367,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-8_14.png,8,14,0.3429340354597052,0.9485290206053361,1.2869445710131373,V_nV,0.5165046730116107,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/house/house-11_14.png,11,14,0.29029244287750794,0.5440531412415502,1.1152382827028535,nV_V,0.7816593757822683,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/house/house-80_14.png,80,14,0.38400072988087586,0.9959213816640795,1.685222524775479,nV_V,0.6722588835088309,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-18_14.png,18,14,0.4637406462515491,0.5324825395086894,1.1599708363393266,nV_V,0.7769249273088648,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/house/house-77_14.png,77,14,0.33277097401258837,0.9744676586832629,1.3521802641241187,nV_V,0.9020305763108099,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-57_14.png,57,14,0.35480380071780626,0.6602379052486517,1.8791645432230317,V_nV,0.9319422588242854,?,Living_Things-Nonliving_Things,1
Living_Things,processed/face/face-17_14.png,17,14,0.35295586896993014,0.5936578978618967,1.99578147025909,nV_V,0.6367179640697613,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/house/house-100_14.png,100,14,0.3816859393464467,0.9799322255211858,1.1159806409503727,nV_V,0.7387288870985982,?,Nonliving_Things-Living_Things,1
Nonliving_Things,processed/house/house-98_14.png,98,14,0.2772949231274211,0.943891756597294,1.3368341030043354,nV_V,0.7202981299784231,?,Nonliving_Things-Living_Things,1
