category,image_name,image_number,image_iter,fixation_duration,fixation_blank_duration,delay_duration,resp_choices,delay_in_between,visb_choices,convert,corrAns
Nonliving_Things,processed/nonliving/nonliving-14_3.png,14,3,0.2699554805458555,0.7474379955460806,1.4359638396901322,nV_V,0.5192004727819671,?,Nonliving_Things-Living_Things,1
Living_Things,processed/face/face-80_3.png,80,3,0.31487416902450954,0.5139818293930024,1.6173219206565812,nV_V,0.8248860713183535,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-34_3.png,34,3,0.3516258899965453,0.9259444819165529,1.1938942043479148,V_nV,0.908370971493508,?,Living_Things-Nonliving_Things,2
Nonliving_Things,processed/nonliving/nonliving-31_3.png,31,3,0.26628076249974186,0.6063568968184762,1.6969797391903962,V_nV,0.9294938866424151,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-76_3.png,76,3,0.4939079233767797,0.5926085648192061,1.5671681859135629,nV_V,0.6120264397623111,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-43_3.png,43,3,0.42211221575470376,0.7907355996364832,1.0425351204725821,V_nV,0.7935290471238983,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-32_3.png,32,3,0.28248606733879433,0.784688266838209,1.3831648278687712,V_nV,0.8806150608357705,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-7_3.png,7,3,0.4588033681844181,0.8538238341040332,1.3663920138664232,nV_V,0.7106820083294436,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-59_3.png,59,3,0.47306101476909435,0.7690836037360201,1.9961927221753966,V_nV,0.7744400665370306,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-53_3.png,53,3,0.44392424031390376,0.6235119774429525,1.5039578041346915,nV_V,0.9014745390360546,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-19_3.png,19,3,0.3167304793977352,0.847977894415896,1.8717533914053526,nV_V,0.5900667968816014,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-39_3.png,39,3,0.2819046750214408,0.9050924476406175,1.4339927175904497,nV_V,0.848534652685007,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-90_3.png,90,3,0.2947929195843101,0.9688824671473462,1.8041796266082697,V_nV,0.78446630553504,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-81_3.png,81,3,0.28634713873925083,0.9180965713773257,1.4339423473413433,nV_V,0.504709265860897,?,Nonliving_Things-Living_Things,2
Nonliving_Things,processed/nonliving/nonliving-7_3.png,7,3,0.4499916535860111,0.6713789609791492,1.2162612286891235,V_nV,0.9781167580069972,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-12_3.png,12,3,0.2902644564548412,0.7555858880896167,1.8172316274670393,nV_V,0.8824737710929585,?,Nonliving_Things-Living_Things,2
Living_Things,processed/face/face-20_3.png,20,3,0.43041610018442666,0.5362530936158545,1.631380225846061,V_nV,0.8224300377515014,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-51_3.png,51,3,0.44599600970855324,0.724066290896977,1.9347691704267913,V_nV,0.8768417022249777,?,Living_Things-Nonliving_Things,2
Living_Things,processed/face/face-32_3.png,32,3,0.4254114661964299,0.7154661080915252,1.5890017413099407,V_nV,0.6078933258647394,?,Living_Things-Nonliving_Things,1
Nonliving_Things,processed/nonliving/nonliving-56_3.png,56,3,0.40396237765342957,0.8370252652817758,1.1042278472108955,V_nV,0.8382011412869843,?,Living_Things-Nonliving_Things,2
