category,image_name,image_number,image_iter
Nonliving_Things,processed/house/house-22_21.png,22,21
Nonliving_Things,processed/house/house-24_21.png,24,21
Living_Things,processed/face/face-8_21.png,8,21
Living_Things,processed/face/face-90_21.png,90,21
Nonliving_Things,processed/house/house-11_21.png,11,21
Nonliving_Things,processed/house/house-36_21.png,36,21
Nonliving_Things,processed/house/house-56_21.png,56,21
Nonliving_Things,processed/house/house-72_21.png,72,21
Living_Things,processed/face/face-84_21.png,84,21
Living_Things,processed/face/face-1_21.png,1,21
Living_Things,processed/face/face-20_21.png,20,21
Nonliving_Things,processed/house/house-49_21.png,49,21
Living_Things,processed/face/face-58_21.png,58,21
Nonliving_Things,processed/house/house-44_21.png,44,21
Nonliving_Things,processed/house/house-2_21.png,2,21
Nonliving_Things,processed/house/house-92_21.png,92,21
Living_Things,processed/face/face-76_21.png,76,21
Nonliving_Things,processed/house/house-83_21.png,83,21
Nonliving_Things,processed/house/house-86_21.png,86,21
Nonliving_Things,processed/house/house-60_21.png,60,21
Nonliving_Things,processed/house/house-32_21.png,32,21
Living_Things,processed/face/face-25_21.png,25,21
Nonliving_Things,processed/house/house-73_21.png,73,21
Nonliving_Things,processed/house/house-75_21.png,75,21
Nonliving_Things,processed/house/house-80_21.png,80,21
Nonliving_Things,processed/house/house-57_21.png,57,21
Nonliving_Things,processed/house/house-27_21.png,27,21
Nonliving_Things,processed/house/house-52_21.png,52,21
Living_Things,processed/face/face-92_21.png,92,21
Nonliving_Things,processed/house/house-98_21.png,98,21
Living_Things,processed/face/face-10_21.png,10,21
Living_Things,processed/face/face-55_21.png,55,21
Living_Things,processed/face/face-14_21.png,14,21
Nonliving_Things,processed/house/house-6_21.png,6,21
Nonliving_Things,processed/house/house-46_21.png,46,21
Nonliving_Things,processed/house/house-51_21.png,51,21
Nonliving_Things,processed/house/house-55_21.png,55,21
Nonliving_Things,processed/house/house-66_21.png,66,21
Living_Things,processed/face/face-91_21.png,91,21
Nonliving_Things,processed/house/house-70_21.png,70,21
Nonliving_Things,processed/house/house-29_21.png,29,21
Nonliving_Things,processed/house/house-68_21.png,68,21
Living_Things,processed/face/face-28_21.png,28,21
Nonliving_Things,processed/house/house-87_21.png,87,21
Nonliving_Things,processed/house/house-67_21.png,67,21
Nonliving_Things,processed/house/house-13_21.png,13,21
Living_Things,processed/face/face-43_21.png,43,21
Nonliving_Things,processed/house/house-82_21.png,82,21
Nonliving_Things,processed/house/house-45_21.png,45,21
Living_Things,processed/face/face-95_21.png,95,21
Living_Things,processed/face/face-97_21.png,97,21
Living_Things,processed/face/face-13_21.png,13,21
Nonliving_Things,processed/house/house-17_21.png,17,21
Nonliving_Things,processed/house/house-77_21.png,77,21
Living_Things,processed/face/face-66_21.png,66,21
Nonliving_Things,processed/house/house-30_21.png,30,21
Living_Things,processed/face/face-78_21.png,78,21
Living_Things,processed/face/face-29_21.png,29,21
Living_Things,processed/face/face-39_21.png,39,21
Living_Things,processed/face/face-34_21.png,34,21
Living_Things,processed/face/face-9_21.png,9,21
Living_Things,processed/face/face-75_21.png,75,21
Nonliving_Things,processed/house/house-61_21.png,61,21
Living_Things,processed/face/face-33_21.png,33,21
Living_Things,processed/face/face-52_21.png,52,21
Living_Things,processed/face/face-31_21.png,31,21
Living_Things,processed/face/face-5_21.png,5,21
Living_Things,processed/face/face-67_21.png,67,21
Nonliving_Things,processed/house/house-38_21.png,38,21
Nonliving_Things,processed/house/house-99_21.png,99,21
Nonliving_Things,processed/house/house-23_21.png,23,21
Living_Things,processed/face/face-36_21.png,36,21
Nonliving_Things,processed/house/house-69_21.png,69,21
Nonliving_Things,processed/house/house-26_21.png,26,21
Living_Things,processed/face/face-99_21.png,99,21
Nonliving_Things,processed/house/house-97_21.png,97,21
Nonliving_Things,processed/house/house-47_21.png,47,21
Nonliving_Things,processed/house/house-48_21.png,48,21
Living_Things,processed/face/face-68_21.png,68,21
Nonliving_Things,processed/house/house-28_21.png,28,21
Living_Things,processed/face/face-63_21.png,63,21
Nonliving_Things,processed/house/house-88_21.png,88,21
Nonliving_Things,processed/house/house-9_21.png,9,21
Living_Things,processed/face/face-26_21.png,26,21
Living_Things,processed/face/face-21_21.png,21,21
Nonliving_Things,processed/house/house-43_21.png,43,21
Living_Things,processed/face/face-59_21.png,59,21
Living_Things,processed/face/face-79_21.png,79,21
Nonliving_Things,processed/house/house-89_21.png,89,21
Living_Things,processed/face/face-41_21.png,41,21
Living_Things,processed/face/face-37_21.png,37,21
Nonliving_Things,processed/house/house-5_21.png,5,21
Living_Things,processed/face/face-32_21.png,32,21
Nonliving_Things,processed/house/house-42_21.png,42,21
Living_Things,processed/face/face-6_21.png,6,21
Living_Things,processed/face/face-93_21.png,93,21
Living_Things,processed/face/face-86_21.png,86,21
Living_Things,processed/face/face-69_21.png,69,21
Living_Things,processed/face/face-72_21.png,72,21
Nonliving_Things,processed/house/house-74_21.png,74,21
