category,image_name,image_number,image_iter
Nonliving_Things,processed/house/house-32_1.png,32,1
Nonliving_Things,processed/house/house-63_1.png,63,1
Living_Things,processed/face/face-58_1.png,58,1
Living_Things,processed/face/face-71_1.png,71,1
Nonliving_Things,processed/house/house-34_1.png,34,1
Nonliving_Things,processed/house/house-80_1.png,80,1
Nonliving_Things,processed/house/house-61_1.png,61,1
Nonliving_Things,processed/house/house-37_1.png,37,1
Living_Things,processed/face/face-59_1.png,59,1
Living_Things,processed/face/face-9_1.png,9,1
Living_Things,processed/face/face-39_1.png,39,1
Nonliving_Things,processed/house/house-89_1.png,89,1
Living_Things,processed/face/face-79_1.png,79,1
Nonliving_Things,processed/house/house-70_1.png,70,1
Nonliving_Things,processed/house/house-13_1.png,13,1
Nonliving_Things,processed/house/house-66_1.png,66,1
Living_Things,processed/face/face-16_1.png,16,1
Nonliving_Things,processed/house/house-87_1.png,87,1
Nonliving_Things,processed/house/house-68_1.png,68,1
Nonliving_Things,processed/house/house-76_1.png,76,1
Nonliving_Things,processed/house/house-73_1.png,73,1
Living_Things,processed/face/face-95_1.png,95,1
Nonliving_Things,processed/house/house-21_1.png,21,1
Nonliving_Things,processed/house/house-83_1.png,83,1
Nonliving_Things,processed/house/house-23_1.png,23,1
Nonliving_Things,processed/house/house-43_1.png,43,1
Nonliving_Things,processed/house/house-48_1.png,48,1
Nonliving_Things,processed/house/house-98_1.png,98,1
Living_Things,processed/face/face-56_1.png,56,1
Nonliving_Things,processed/house/house-82_1.png,82,1
Living_Things,processed/face/face-8_1.png,8,1
Living_Things,processed/face/face-26_1.png,26,1
Living_Things,processed/face/face-43_1.png,43,1
Nonliving_Things,processed/house/house-91_1.png,91,1
Nonliving_Things,processed/house/house-36_1.png,36,1
Nonliving_Things,processed/house/house-90_1.png,90,1
Nonliving_Things,processed/house/house-30_1.png,30,1
Nonliving_Things,processed/house/house-97_1.png,97,1
Living_Things,processed/face/face-83_1.png,83,1
Nonliving_Things,processed/house/house-1_1.png,1,1
Nonliving_Things,processed/house/house-92_1.png,92,1
Nonliving_Things,processed/house/house-7_1.png,7,1
Living_Things,processed/face/face-63_1.png,63,1
Nonliving_Things,processed/house/house-93_1.png,93,1
Nonliving_Things,processed/house/house-72_1.png,72,1
Nonliving_Things,processed/house/house-8_1.png,8,1
Living_Things,processed/face/face-47_1.png,47,1
Nonliving_Things,processed/house/house-88_1.png,88,1
Nonliving_Things,processed/house/house-5_1.png,5,1
Living_Things,processed/face/face-92_1.png,92,1
Living_Things,processed/face/face-54_1.png,54,1
Living_Things,processed/face/face-19_1.png,19,1
Nonliving_Things,processed/house/house-6_1.png,6,1
Nonliving_Things,processed/house/house-44_1.png,44,1
Living_Things,processed/face/face-87_1.png,87,1
Nonliving_Things,processed/house/house-27_1.png,27,1
Living_Things,processed/face/face-4_1.png,4,1
Living_Things,processed/face/face-36_1.png,36,1
Living_Things,processed/face/face-96_1.png,96,1
Living_Things,processed/face/face-27_1.png,27,1
Living_Things,processed/face/face-38_1.png,38,1
Living_Things,processed/face/face-20_1.png,20,1
Nonliving_Things,processed/house/house-16_1.png,16,1
Living_Things,processed/face/face-60_1.png,60,1
Living_Things,processed/face/face-46_1.png,46,1
Living_Things,processed/face/face-52_1.png,52,1
Living_Things,processed/face/face-98_1.png,98,1
Living_Things,processed/face/face-78_1.png,78,1
Nonliving_Things,processed/house/house-64_1.png,64,1
Nonliving_Things,processed/house/house-29_1.png,29,1
Nonliving_Things,processed/house/house-84_1.png,84,1
Living_Things,processed/face/face-32_1.png,32,1
Nonliving_Things,processed/house/house-24_1.png,24,1
Nonliving_Things,processed/house/house-25_1.png,25,1
Living_Things,processed/face/face-22_1.png,22,1
Nonliving_Things,processed/house/house-62_1.png,62,1
Nonliving_Things,processed/house/house-77_1.png,77,1
Nonliving_Things,processed/house/house-51_1.png,51,1
Living_Things,processed/face/face-18_1.png,18,1
Nonliving_Things,processed/house/house-86_1.png,86,1
Living_Things,processed/face/face-68_1.png,68,1
Nonliving_Things,processed/house/house-42_1.png,42,1
Nonliving_Things,processed/house/house-49_1.png,49,1
Living_Things,processed/face/face-14_1.png,14,1
Living_Things,processed/face/face-93_1.png,93,1
Nonliving_Things,processed/house/house-54_1.png,54,1
Living_Things,processed/face/face-66_1.png,66,1
Living_Things,processed/face/face-45_1.png,45,1
Nonliving_Things,processed/house/house-78_1.png,78,1
Living_Things,processed/face/face-57_1.png,57,1
Living_Things,processed/face/face-48_1.png,48,1
Nonliving_Things,processed/house/house-28_1.png,28,1
Living_Things,processed/face/face-65_1.png,65,1
Nonliving_Things,processed/house/house-52_1.png,52,1
Living_Things,processed/face/face-70_1.png,70,1
Living_Things,processed/face/face-17_1.png,17,1
Living_Things,processed/face/face-74_1.png,74,1
Living_Things,processed/face/face-7_1.png,7,1
Living_Things,processed/face/face-99_1.png,99,1
Nonliving_Things,processed/house/house-11_1.png,11,1
